"expression","reading","meaning","tags","guid","meaning_vi"
"バケツ","バケツ","bucket, pail","JLPT JLPT_2","s9Y+YEtVRT","xô, xô"
"挟まる","はさまる","to get between, to be caught in","JLPT JLPT_2","e1(3K^._OQ","đi vào giữa, bị cuốn vào"
"挟む","はさむ","to pinch; to hold between; to insert","JLPT JLPT_2","l~cQobWV^N","véo; giữ giữa; để chèn"
"梯子","はしご","ladder, stairs","JLPT JLPT_2","M(f1q$Y$t;","thang, cầu thang"
"始めに","はじめに","to begin with, first of all","JLPT JLPT_2","IrD7xzN,r4","để bắt đầu, trước hết"
"初めに","はじめに","to begin with, first of all","JLPT JLPT_2","d;;?&/B6za","để bắt đầu, trước hết"
"はじめまして","はじめまして","How do you do, I am glad to meet you","JLPT JLPT_2","M]0`I,lN9&","Bạn khỏe không, tôi rất vui được gặp bạn"
"斜","はす","diagonal","JLPT JLPT_2","yZ/JT}.{x%","đường chéo"
"外れる","はずれる","to be disconnected, to get out of place, to be off, to be out (e.g., of gear)","JLPT JLPT_2","c*@~/j#){L","bị ngắt kết nối, ra khỏi chỗ, bị lệch, bị ra ngoài (ví dụ: về thiết bị)"
"パターン","パターン","pattern","JLPT JLPT_2","yMee~-[vv4","mẫu"
"肌着","はだぎ","underwear","JLPT JLPT_2","tm(~La~OiQ","đồ lót"
"果して","はたして","as was expected, really","JLPT JLPT_2","vU#n=PULcb","đúng như mong đợi, thực sự"
"果たして","はたして","as was expected, just as one thought, sure enough","JLPT JLPT_2","OPG]u@2UJd","đúng như mong đợi, đúng như người ta nghĩ, chắc chắn rồi"
"鉢","はち","a bowl, a pot","JLPT JLPT_2","s9xu=`E7V:","một cái bát, một cái nồi"
"発","はつ","to depart (e.g., on a plane, train)","JLPT JLPT_2","d|z)aYBq<F","khởi hành (ví dụ: trên máy bay, tàu hỏa)"
"×","ばつ","cross","JLPT JLPT_2","v(;vsH!5b/","đi qua"
"発揮","はっき","exhibition, demonstration, display","JLPT JLPT_2","QaKs[tB)A-","triển lãm, trình diễn, trưng bày"
"バック","バック","back","JLPT JLPT_2","qbsm~Jf<LF","mặt sau"
"発想","はっそう","idea; way of thinking (same as 考え方 (かんがえかた))","JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese","I2:s]~J?s+","ý tưởng; cách suy nghĩ (giống như 考え方 (かんがえかた))"
"発電","はつでん","generation (e.g., power)","JLPT JLPT_2","Q0`dq+3A0&","thế hệ (ví dụ: năng lượng)"
"発売","はつばい","sale","JLPT JLPT_2","I[uv@sX4sM","doanh thu"
"派手","はで","showy, loud, flashy, gaudy","JLPT JLPT_2","GR6l(BMZ<s","sặc sỡ, ồn ào, hào nhoáng, lòe loẹt"
"話合い","はなしあい","discussion, talk","JLPT JLPT_2","j6IK#HXQe7","thảo luận, nói chuyện"
"話し合い","はなしあい","discussion, talk, conference","JLPT JLPT_2","z&(3kffI&H","thảo luận, nói chuyện, hội nghị"
"話し掛ける","はなしかける","to accost a person, to talk (to someone)","JLPT JLPT_2","E42/+JfB`_","đến gần một người, nói chuyện (với ai đó)"
"話中","はなしちゅう","while talking, the line is busy","JLPT JLPT_2","jx-7nhaG2(","Đang nói chuyện thì đường dây bận"
"甚だしい","はなはだしい","extreme, excessive, terrible","JLPT JLPT_2","omWb^)11J$","cực độ, quá mức, khủng khiếp"
"花火","はなび","fireworks","JLPT JLPT_2","BVYu+ySjFN","pháo hoa"
"花嫁","はなよめ","bride","JLPT JLPT_2","GcW:<A-hl8","cô dâu"
"ばね","ばね","spring (e.g., coil, leaf)","JLPT JLPT_2","sxRo:)][hz","lò xo (ví dụ: cuộn dây, lá)"
"跳ねる","はねる","to jump, to leap","JLPT JLPT_2","P8[ijvqr@Z","nhảy, nhảy"
"破片","はへん","fragment, broken piece","JLPT JLPT_2","O.%CD32Cda","mảnh vỡ, mảnh vỡ"
"歯磨き","はみがき","toothbrushing, toothpaste","JLPT JLPT_2","y*(]=Ref/C","đánh răng, kem đánh răng"
"はめる","はめる","(col) to get in, to insert, to put on","JLPT JLPT_2","v[M8{,w&%8","(col) đi vào, nhét vào, mặc vào"
"早口","はやくち","fast-talking","JLPT JLPT_2","b65.982w^u","nói nhanh"
"払い込む","はらいこむ","to deposit, to pay in","JLPT JLPT_2","mq,-bG@>>i","đặt cọc, nộp tiền vào"
"払い戻す","はらいもどす","to repay, to pay back","JLPT JLPT_2","r!!#G!lK,,","trả lại, trả lại"
"針金","はりがね","wire","JLPT JLPT_2","qxYELD(-ed","dây điện"
"張り切る","はりきる","to be in high spirits, to be full of vigor","JLPT JLPT_2","/+}3T(9Ff","có tinh thần phấn chấn, tràn đầy sức sống"
"反～","はん～","anti ~, counter ~","JLPT JLPT_2","b>W-n87t,>","chống ~, phản ~"
"反映","はんえい","reflection, influence","JLPT JLPT_2","vM%0h=/p|a","sự phản ánh, ảnh hưởng"
"半径","はんけい","radius","JLPT JLPT_2","nr>gnOk7x^","bán kính"
"判子","はんこ","seal (used for signature)","JLPT JLPT_2","u_*2c15[TP","con dấu (dùng để ký)"
"万歳","ばんざい","banzai, Long live ~!","JLPT JLPT_2","u0&SMmf&^/","banzai, muôn năm ~!"
"判事","はんじ","judge, justice","JLPT JLPT_2","j^b+T-<*N1","thẩm phán, công lý"
"反省","はんせい","reflection, reconsideration","JLPT JLPT_2","NqUE%mYbhY","sự phản ánh, sự xem xét lại"
"番地","ばんち","house number, address","JLPT JLPT_2","f=_&Y!K(GI","số nhà, địa chỉ"
"パンツ","パンツ","underpants","JLPT_2 JLPT Genki_Ln.10 Genki","f1!Jgm1h.|","quần lót"
"バンド","バンド","band","JLPT JLPT_2","hx3pu3yzgf","ban nhạc"
"半島","はんとう","peninsula","JLPT JLPT_2","O1,CCe9Bk!","bán đảo"
"ハンドル","ハンドル","handle, steering wheel","JLPT JLPT_2","r$a6UvR({y","tay nắm, vô lăng"
"非～","ひ～","anti~, counter~, an~, non~","JLPT_1 JLPT JLPT_2","BUWz9(5^B)","chống~, chống~, an~, không~"
"日当たり","ひあたり","exposure to the sun, sunny place","JLPT JLPT_2","lKSG[Co_dv","nơi có nắng, nơi có nắng"
"日帰り","ひがえり","day trip","JLPT JLPT_2","Jh-TX_`>w~","chuyến đi trong ngày"
"比較的","ひかくてき","comparatively; relatively","Intermediate_Japanese_Ln.5 JLPT JLPT_2 Intermediate_Japanese","yRf$aJ+cvj","tương đối; tương đối"
"日陰","ひかげ","shadow","JLPT JLPT_2","PxZa@!UPI;","bóng tối"
"ぴかぴか","ぴかぴか","glitter, sparkle","JLPT JLPT_2","d/V>YPI*X<","lấp lánh, lấp lánh"
"引受る","ひきうける","to undertake, to take up, to take over","JLPT JLPT_2","qCz>U/7EL?","đảm nhận, đảm nhận, tiếp quản"
"引き返す","ひきかえす","to turn back, to go back, reverse","JLPT JLPT_2","bC`+HSQ:%I","quay lại, quay lại, đảo ngược"
"引算","ひきざん","subtraction","JLPT JLPT_2","ML@]2G:q]2","phép trừ"
"引き出す","ひきだす","to pull out, to take out, to withdraw","JLPT JLPT_2","NdsG``/m~k","rút ra, rút ​​ra, rút ​​ra"
"引き止める","ひきとめる","to keep back, to prevent, to hold back","JLPT JLPT_2","A3*mBL.p{k","giữ lại, ngăn chặn, giữ lại"
"卑怯","ひきょう","cowardice, meanness, unfairness","JLPT JLPT_2","Q(9,y^6;ZC","hèn nhát, hèn hạ, bất công"
"引分け","ひきわけ","a draw (in competition), tie game","JLPT JLPT_2","h}[lK:0XS$","hòa (trong thi đấu), hòa"
"引き分け","ひきわけ","draw (in competition), tie game","JLPT JLPT_2","JQc@iJs3z#","hòa (trong thi đấu), hòa"
"陽射","ひざし","sunlight, rays of the sun","JLPT JLPT_2","Ftb3RG(bbe","ánh sáng mặt trời, tia nắng"
"日差し","ひざし","sunlight","JLPT JLPT_2","C*wD(*i+[Q","Ánh sáng mặt trời"
"肘","ひじ","elbow","JLPT JLPT_2","C6rg9Pm`+%","khuỷu tay"
"ピストル","ピストル","pistol","JLPT JLPT_2","JEp~p=`2Vn","súng lục"
"ビタミン","ビタミン","vitamin","JLPT JLPT_2","qt<L6><O-N","vitamin"
"ぴたり","ぴたり","exactly; close-fitting","JLPT JLPT_2","t)/G)m|eXB","chính xác; close-fitting"
"引っ掛かる","ひっかかる","to be caught in, to be stuck in","JLPT JLPT_2","jDrr(LpUYx","bị cuốn vào, bị mắc kẹt trong"
"筆記","ひっき","note taking, writing","JLPT JLPT_2","E:WY<l^}a6","ghi chép, viết"
"引っ繰り返す","ひっくりかえす","to turn over, to overturn, to knock over","JLPT JLPT_2","Aa#A!KWab;","lật đổ, lật nhào, lật nhào"
"引っ繰り返る","ひっくりかえる","to be overturned, to be upset, to topple over, to be reversed","JLPT JLPT_2","y#X%-CW-M~","bị lật đổ, bị đảo lộn, bị lật đổ, bị đảo ngược"
"引っ越し","ひっこし","moving (dwelling, office, etc.), changing residence","JLPT JLPT_2","F[^C#=Zqkz","di chuyển (ở, văn phòng, vv), thay đổi nơi cư trú"
"引っ込む","ひっこむ","to draw back, to sink, to cave in","JLPT JLPT_2","ozz?OwjfOs","lùi lại, chìm xuống, lao vào"
"筆者","ひっしゃ","writer, author","JLPT JLPT_2","BHGOtbE2VB","nhà văn, tác giả"
"必需品","ひつじゅひん","necessities, essential","JLPT JLPT_2","cTMH.0S#__","nhu yếu phẩm, thiết yếu"
"一～","ひと～","one ~","JLPT JLPT_2","MA<ALV)8oH","một ~"
"人差指","ひとさしゆび","index finger","JLPT JLPT_2","yXv{vsytE-","ngón trỏ"
"一通り","ひととおり","general, briefly","JLPT JLPT_2","z>*AdeJ/za","chung chung, ngắn gọn"
"人通り","ひとどおり","pedestrian traffic","JLPT JLPT_2","okfC7]@36^","giao thông dành cho người đi bộ"
"ひとまず","ひとまず","for the present, once, for the time being","JLPT JLPT_2",",^[NCX-JA","hiện tại, một lần, tạm thời"
"瞳","ひとみ","pupil (of eye)","JLPT JLPT_2","n?(M2yxG]e","đồng tử (của mắt)"
"一休み","ひとやすみ","a rest","JLPT JLPT_2","HyAGEDQ8c+","nghỉ ngơi"
"独り言","ひとりごと","a soliloquy, a monologue, speaking to oneself","JLPT JLPT_2","oE(Rtaq/4c","lời độc thoại, lời độc thoại, tự nói với chính mình"
"ひとりでに","ひとりでに","by itself, automatically, naturally","JLPT JLPT_2","PMPsW_S3Fc","tự nó, tự động, tự nhiên"
"ビニール","ビニール","vinyl","JLPT JLPT_2","B]r_&,m?0_","nhựa vinyl"
"皮肉","ひにく","cynicism, sarcasm","JLPT JLPT_2","pu+RSzayXS","sự giễu cợt, sự mỉa mai"
"日日","ひにち","date","JLPT JLPT_2","EDa-Ss*/(C","ngày"
"日にち","ひにち","date (of a planned event, act, etc.), day","JLPT JLPT_2","CWiz%ru-_b","ngày (của một sự kiện, hành động đã được lên kế hoạch, v.v.), ngày"
"捻る","ひねる","to twist, to turn","JLPT JLPT_2","Lsxjk5@=vY","xoắn, xoay"
"日の入り","ひのいり","sunset","JLPT JLPT_2","rz|&d2Q(rd","hoàng hôn"
"日の出","ひので","sunrise","JLPT JLPT_2","G!/]^,ZBLq","mặt trời mọc"
"響き","ひびき","echo, sound","JLPT JLPT_2","l&)NHT{BaW","tiếng vọng, âm thanh"
"響く","ひびく","to resound; to affect","JLPT JLPT_2","rOD*#KgIYp","vang vọng ; ảnh hưởng đến"
"皮膚","ひふ","skin","JLPT JLPT_2","cVU`)a>m;T","da"
"冷やす","ひやす","to cool (from room temperature), to chill, to refrigerate","JLPT JLPT_2","r#^XW.Gb>Y","làm nguội (từ nhiệt độ phòng), làm lạnh, làm lạnh"
"ひゃっかじてん","ひゃっかじてん","encyclopedia","JLPT JLPT_2","wQ6w2}QAv=","bách khoa toàn thư"
"百科事典","ひゃっかじてん","encyclopedia","JLPT JLPT_2","cvA%H8}VUp","bách khoa toàn thư"
"美容","びよう","beauty of figure or form","JLPT JLPT_2","D(GaCqwm&U","vẻ đẹp của hình dáng hoặc hình thức"
"表紙","ひょうし","front cover, binding","JLPT JLPT_2","exq#1;SO@*","bìa trước, bìa"
"標識","ひょうしき","sign, mark","JLPT JLPT_2","kDX[w^RE%^","ký tên, đánh dấu"
"標準","ひょうじゅん","standard, level","JLPT JLPT_2","r$bk_|d--C","tiêu chuẩn, cấp độ"
"標本","ひょうほん","example, specimen","JLPT JLPT_2","lfNW^di`Y,","ví dụ, mẫu vật"
"評論","ひょうろん","criticism, critique","JLPT JLPT_2","s}Ej!kw1~9","phê bình, phê bình"
"ビルディング","ビルディング","building","JLPT JLPT_2","J8!M@z<nsR","xây dựng"
"昼寝","ひるね","nap (at home), siesta","JLPT JLPT_2","x,{aI?hy6D","ngủ trưa (ở nhà), ngủ trưa"
"広げる","ひろげる","to spread, to extend, to expand, to enlarge, to widen, to broaden","JLPT JLPT_2","nBlnE;%M(-","lan rộng,mở rộng,mở rộng,mở rộng,mở rộng,mở rộng"
"広さ","ひろさ","extent","JLPT JLPT_2","lG>A7gDV9/","phạm vi"
"広場","ひろば","plaza","JLPT JLPT_2","t3z@d(WD;9","quảng trường"
"広々","ひろびろ","extensive, spacious","JLPT JLPT_2","Eye9Pf.VGV","rộng rãi, rộng rãi"
"ピンク","ピンク","pink","JLPT JLPT_2","}M:Z#WBUl","hồng"
"便箋","びんせん","writing paper, stationery","JLPT JLPT_2","DAZ9H$OhvM","giấy viết, văn phòng phẩm"
"瓶詰","びんづめ","bottling, bottled","JLPT JLPT_2","N_#i?7cB#[","đóng chai, đóng chai"
"ファスナー","ファスナー","fastener, zipper","JLPT JLPT_2","n!rH#}$IH?","dây buộc, dây kéo"
"風船","ふうせん","balloon","JLPT JLPT_2","oE(8x]l~K[","bóng bay"
"不運","ふうん","unlucky, misfortune, bad luck","JLPT JLPT_2","Ek=uOv}jTZ","xui xẻo, xui xẻo, xui xẻo"
"深まる","ふかまる","to deepen, to heighten, to intensify","JLPT JLPT_2","AoEcO;]AH#","làm sâu sắc thêm, nâng cao, tăng cường"
"不規則","ふきそく","irregularity, unsteadiness","JLPT JLPT_2","dufg6SP37F","sự không đều đặn, sự không ổn định"
"普及","ふきゅう","diffusion, spread","JLPT JLPT_2","sprE2d}(>:","khuếch tán, lan rộng"
"付近","ふきん","neighborhood, vicinity","JLPT JLPT_2","cz$T?0Oc1>","vùng lân cận, vùng lân cận"
"副～","ふく～","vice ~","JLPT JLPT_2","x7/psMz*#F","phó ~"
"副詞","ふくし","adverb","JLPT JLPT_2","A2D&p<Rh*?","trạng từ"
"複写","ふくしゃ","copy, duplicate","JLPT JLPT_2","f.(+H@$,m~","sao chép, nhân bản"
"複数","ふくすう","plural, multiple","JLPT JLPT_2","df,MeSNnZ^","số nhiều, nhiều"
"ふくめる","ふくめる","to include, to instruct, to make one understand","JLPT JLPT_2","E_4V!wVhjP","bao gồm, hướng dẫn, làm cho ai đó hiểu được"
"膨らます","ふくらます","to swell, to expand, to inflate","JLPT JLPT_2","eZJ~QnaPP^","phồng lên, nở ra, phồng lên"
"膨らむ","ふくらむ","to expand, to swell (out), to become inflated","JLPT JLPT_2","gX9*eZWr#^","nở ra, phồng lên (ra), phồng lên"
"不潔","ふけつ","unclean, dirty","JLPT JLPT_2","OlF9IGIpI)","ô uế, bẩn thỉu"
"更ける","ふける","to get late, to wear on","JLPT JLPT_2","wdqFkMvXan","đến muộn, mặc vào"
"符号","ふごう","sign, mark, symbol","JLPT JLPT_2","IGH`HBBpBL","dấu hiệu, dấu hiệu, biểu tượng"
"夫妻","ふさい","man and wife, married couple","JLPT JLPT_2","lo.$s^W>a[","người đàn ông và vợ, cặp vợ chồng"
"塞がる","ふさがる","to be plugged up, to be shut up","JLPT JLPT_2","m<:=EwmCiH","bị cắm điện, bịt miệng"
"塞ぐ","ふさぐ","to stuff, to close up, to block (up)","JLPT JLPT_2","pJWqjf]P&p","nhét, đóng lại, chặn (lên)"
"ふざける","ふざける","to romp, to gambol, to frolic","JLPT JLPT_2","wxJ[ZD,*?f","chơi đùa, chơi bời, vui đùa"
"無沙汰","ぶさた","neglecting to stay in contact","JLPT JLPT_2","mXdlHZOuK>","bỏ bê việc giữ liên lạc"
"武士","ぶし","warrior, samurai","JLPT JLPT_2","kh|VM6~+N]","chiến binh, samurai"
"部首","ぶしゅ","radical (of a kanji character)","JLPT JLPT_2","rB[8HW{H3]","cấp tiến (của ký tự kanji)"
"蒸す","ふす","to steam (food, towel, etc.) to be hot and humid, to be sultry","JLPT JLPT_2","r!c{A-BiN=","hấp (thức ăn, khăn, v.v.) nóng và ẩm, oi bức"
"襖","ふすま","sliding screen","JLPT JLPT_2","Gfj{ovvCbc","màn hình trượt"
"附属","ふぞく","attached, belonging, affiliated","JLPT JLPT_2","b5{>br)8^T","gắn liền, thuộc về, liên kết"
"付属","ふぞく","being attached (to), being affiliated (to), belonging (to), going with","JLPT JLPT_2","nR=,~i1i~~","được gắn bó (với), được liên kết (với), thuộc về (với), đi cùng"
"蓋","ふた","cover, lid, cap","JLPT JLPT_2","tB(]=dUF]{","nắp, nắp, nắp"
"不通","ふつう","suspension, interruption, stoppage, tie-up, cessation","JLPT JLPT_2","f3J`JKn<YY","sự đình chỉ, sự gián đoạn, sự đình chỉ, sự đình chỉ, sự ngừng lại"
"物騒","ぶっそう","dangerous, disturbed, insecure","JLPT JLPT_2","y)>wu(aHUg","nguy hiểm, bối rối, bất an"
"ぶつぶつ","ぶつぶつ","grumbling, complaining in a small voice","JLPT JLPT_2","qMxSqk8|QN","càu nhàu, phàn nàn với giọng nhỏ nhẹ"
"船便","ふなびん","surface mail (ship)","JLPT JLPT_2","iRS_8@xn)m","thư trên mặt đất (tàu)"
"部品","ぶひん","parts, accessories","JLPT JLPT_2","FDy}XMy%{O","bộ phận, phụ kiện"
"吹雪","ふぶき","snow storm","JLPT JLPT_2","v+({l-j^oM","bão tuyết"
"父母","ふぼ","father and mother, parents","JLPT JLPT_2","Ll;-.SjS/Y","bố mẹ, bố mẹ"
"踏切","ふみきり","railway crossing, level crossing, starting line, scratch, crossover","JLPT JLPT_2","GO4{@dw9M.","đường sắt, đường ngang, vạch xuất phát, vết xước, đường chéo"
"麓","ふもと","the foot, the bottom, the base (of a mountain)","JLPT JLPT_2","gGv+C<J!h4","chân, đáy, chân (của một ngọn núi)"
"フライパン","フライパン","fry pan, frying pan","JLPT JLPT_2","kaG8,BADao","chảo rán, chảo chiên"
"ブラウス","ブラウス","blouse","JLPT JLPT_2","QM^Obt[T3I","áo cánh"
"ぶらさげる","ぶらさげる","to hang, to suspend, to swing","JLPT JLPT_2","zsGS&1j7k4","treo, treo, đung đưa"
"ブラシ","ブラシ","brush","JLPT JLPT_2","GK-sv9zX*O","chải"
"プラットホーム","プラットホーム","platform","JLPT JLPT_2","bkr1lkRi*.","nền tảng"
"フリー","フリー","free","JLPT JLPT_2","LgNW8Pd}P5","miễn phí"
"振り仮名","ふりがな","pronunciation key","JLPT JLPT_2","tp7b;~);$&","phím phát âm"
"振り向く","ふりむく","to turn one's face, to turn around","JLPT JLPT_2","M!}tc99p$L","quay mặt lại, quay lại"
"プリント","プリント","print, handout","JLPT JLPT_2","qRutfPmJ_A","in ấn, phát tờ rơi"
"古～","ふる～","old ~","JLPT JLPT_2","yOy85A_d[A","cũ ~"
"故郷","ふるさと","home town, birthplace","JLPT JLPT_2","fPH>SIa_~L","quê hương, nơi sinh"
"古里","ふるさと","home town, birthplace","JLPT JLPT_2","L?3e+b0LsP","quê hương, nơi sinh"
"振舞う","ふるまう","to behave, to conduct","JLPT JLPT_2","ocy;g4y/Lf","cư xử, tiến hành"
"ブローチ","ブローチ","brooch","JLPT JLPT_2","A1E`_ZNs45","trâm"
"プログラム","プログラム","program","JLPT JLPT_2","CmX8s[W2Qv","chương trình"
"風呂敷","ふろしき","wrapping cloth, cloth wrapper","JLPT JLPT_2","dHx|An0<B^","vải gói, giấy gói"
"ふわふわ","ふわふわ","light, soft","JLPT JLPT_2","ouE+^X,qav","nhẹ, mềm"
"噴火","ふんか","eruption","JLPT JLPT_2","AH/^[s43Q(","phun trào"
"分解","ぶんかい","analysis, disassembly","JLPT JLPT_2","OB#FbcA~qO","phân tích, tháo gỡ"
"文芸","ぶんげい","literature, art and literature","JLPT JLPT_2","tt`(b(:~bY","văn học, nghệ thuật và văn học"
"文献","ぶんけん","literature, books (reference)","JLPT JLPT_2","GAy|sEvJyq","văn học, sách (tham khảo)"
"噴水","ふんすい","water fountain","JLPT JLPT_2","jk9H]:,ETq","đài phun nước"
"分数","ぶんすう","fraction (in math)","JLPT JLPT_2","c/zwPyy+.b","phân số (trong toán học)"
"文体","ぶんたい","literary style","JLPT JLPT_2","ttyj|<%!tP","phong cách văn học"
"分布","ぶんぷ","distribution","JLPT JLPT_2","F&4[s,*.xr","phân bổ"
"文房具","ぶんぼうぐ","stationery","JLPT JLPT_2","q`Zjj<5}i7","văn phòng phẩm"
"文脈","ぶんみゃく","context","JLPT JLPT_2","etxX79/6Kg","bối cảnh"
"分量","ぶんりょう","amount, quantity","JLPT JLPT_2","g>~(m<JIvb","số lượng, số lượng"
"分類","ぶんるい","classification","JLPT JLPT_2","t{7wYNi1W2","phân loại"
"閉会","へいかい","closure","JLPT JLPT_2","cAcpFr>2mr","đóng cửa"
"平気","へいき","coolness, calmness, unconcern","JLPT JLPT_2","z(xagV[dg-","sự lạnh lùng, sự điềm tĩnh, không quan tâm"
"並行","へいこう","(going) side by side, concurrent, at the same time","JLPT_1 JLPT JLPT_2","oq7x11wlwL","(đi) song song, đồng thời, cùng một lúc"
"平日","へいじつ","weekday","JLPT JLPT_2","PX,G5cgs03","ngày trong tuần"
"兵隊","へいたい","soldier","JLPT JLPT_2","toM&i}fuLv","lính"
"平凡","へいぼん","common, ordinary","JLPT JLPT_2","s`b],MR&9J","thông thường, tầm thường"
"平野","へいや","plain, open field","JLPT JLPT_2","L[uUr}G9/R","đồng bằng, cánh đồng rộng mở"
"凹む","へこむ","to be dented, to be indented","JLPT JLPT_2","ORF0ctV6X[","bị móp, bị lõm vào"
"へそ","へそ","navel, belly-button","JLPT JLPT_2","qr%|N/rOJm","rốn, rốn"
"隔てる","へだてる","to be shut out","JLPT JLPT_2","QSnbE1ue1O","bị đóng cửa"
"別荘","べっそう","villa; vacation home; summer cottage","JLPT Intermediate_Japanese Genki_Ln.23 JLPT_2 Intermediate_Japanese_Ln.13 Genki","__kVP|dTW","biệt thự; nhà nghỉ; ngôi nhà mùa hè"
"別々","べつべつ","separately, individually","JLPT JLPT_2","jZHX%HAw.@","riêng biệt, riêng lẻ"
"ベテラン","ベテラン","veteran","JLPT JLPT_2","N$f]d}-cKp","cựu chiến binh"
"ヘリコプター","ヘリコプター","helicopter","JLPT JLPT_2","q)Q=o$Y_hX","trực thăng"
"編集","へんしゅう","editing, compilation, editorial (e.g., committee)","JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese","CMY4=Qx!?>","chỉnh sửa, biên soạn, biên tập (ví dụ: ủy ban)"
"便所","べんじょ","toilet, lavatory","JLPT JLPT_2","vS8<$f00~!","nhà vệ sinh, nhà vệ sinh"
"ペンチ","ペンチ","pliers (lit: pinchers)","JLPT JLPT_2","ypii1BOJF+","cái kìm (lit: cái kẹp)"
"ボーナス","ボーナス","bonus","JLPT JLPT_2 Genki_Ln.23 Genki","HVcj_;{/5t","thưởng"
"防～","ぼう～","~ prevention","JLPT JLPT_2","b83:v}U.rY","~ phòng ngừa"
"望遠鏡","ぼうえんきょう","telescope","JLPT JLPT_2","eUp{Pt}o,e","kính thiên văn"
"方角","ほうがく","direction, way","JLPT JLPT_2","By.)=t/^Rp","phương hướng, đường đi"
"箒","ほうき","broom","JLPT JLPT_2","f:ESSC#*}*","chổi"
"方言","ほうげん","dialect","JLPT JLPT_2","&2X^_SdQt","phương ngữ"
"坊さん","ぼうさん","Buddhist priest, monk","JLPT JLPT_2","Qc,c}WSH)C","tu sĩ Phật giáo, tu sĩ"
"防止","ぼうし","prevention, check","JLPT JLPT_2","Nh.L=|T~RY","phòng ngừa, kiểm tra"
"方針","ほうしん","objective, plan, policy","JLPT JLPT_2","stt^|Hkbmf","mục tiêu, kế hoạch, chính sách"
"包装","ほうそう","packing, wrapping","JLPT JLPT_2","Otsl}ZzWXb","đóng gói, gói"
"法則","ほうそく","law, rule","JLPT JLPT_2","iMzqR&2E$7","luật lệ, quy tắc"
"包帯","ほうたい","bandage","JLPT JLPT_2","jdeHukm4CR","băng bó"
"膨大","ぼうだい","enormous, extensive","JLPT JLPT_2","hDhfR$-iz","khổng lồ, rộng lớn"
"包丁","ほうちょう","kitchen knife, carving knife","JLPT JLPT_2","F|0`&E;>^U","dao nhà bếp, dao khắc"
"方程式","ほうていしき","equation","JLPT JLPT_2","CWj-S*o0>!","phương trình"
"防犯","ぼうはん","prevention of crime","JLPT JLPT_2","ud5?<C%(~-","phòng chống tội phạm"
"方面","ほうめん","direction; area","JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese","pYi7d6I9bd","phương hướng; khu vực"
"坊や","ぼうや","boy","JLPT JLPT_2","G_?oo:%KzF","con trai"
"放る","ほうる","to let go","JLPT JLPT_2","C{B(cB/!,S","buông tay"
"朗らか","ほがらか","bright, cheerful, melodious","JLPT JLPT_2","biS@,:!mm:","tươi sáng, vui vẻ, du dương"
"朗らか(な)","ほがらか(な)","cheerful, merry bright (sky, day, etc.), fine, clear","JLPT JLPT_2","B5Ml)a4{iI","vui vẻ, tươi sáng vui vẻ (bầu trời, ngày, v.v.), tốt, trong trẻo"
"牧場","ぼくじょう","farm (livestock); pasture land","JLPT JLPT_2","D[,+7?JI;Q","trang trại (gia súc); đất đồng cỏ"
"牧畜","ぼくちく","stock-farming","JLPT JLPT_2","oCu$DV_SOs","chăn nuôi gia súc"
"保健","ほけん","health preservation, hygiene, sanitation","JLPT JLPT_2","tY,tXP&1EW","giữ gìn sức khỏe, vệ sinh, vệ sinh"
"募集","ぼしゅう","recruitment","JLPT JLPT_2 Genki_Ln.13 Genki","IXW1A3^TP]","tuyển dụng"
"干す","ほす","to air, to dry, to drink up","JLPT JLPT_2","G2&WPE#=vv","để thoáng khí, để khô, để uống"
"ポスター","ポスター","poster","JLPT_2 JLPT Genki_Ln.21 Genki","vz]f3qYXvW","áp phích"
"北極","ほっきょく","North Pole","JLPT JLPT_2","bgjpd&a{kA","Bắc Cực"
"坊っちゃん","ぼっちゃん","son (of others)","JLPT JLPT_2","F}X~i4B*xw","con trai (của người khác)"
"解く","ほどく","to unfasten","JLPT JLPT_2","FAb2m|I`v1","cởi trói"
"掘る","ほる","to dig, to excavate","JLPT JLPT_2","P(Ii(].EKe","đào, khai quật"
"彫る","ほる","to carve, to chisel","JLPT JLPT_2","w:dO4e{8Ji","khắc, đục"
"ぼろ","ぼろ","rag, tattered clothes","JLPT JLPT_2","NW1R}tvp,P","quần áo rách rưới, rách rưới"
"盆","ぼん","Festival of the Dead; tray","JLPT JLPT_2","qj@{)T)L*<","Lễ hội của người chết; khay"
"盆地","ぼんち","basin (e.g., between mountains)","JLPT JLPT_2","cA[T.nYJ`t","lưu vực (ví dụ: giữa các ngọn núi)"
"ほんの～","ほんの～","mere, just","JLPT JLPT_2","LD`QTJO;b~","chỉ, chỉ"
"本部","ほんぶ","headquarters","JLPT JLPT_2","j_S85q;bAx","trụ sở chính"
"本来","ほんらい","essentially, naturally, by nature","JLPT JLPT_2","d:u_JtOqN$","về cơ bản, tự nhiên, theo bản chất"
"まあまあ","まあまあ","okay; so-so; decent","JLPT JLPT_2 Genki_Ln.11 Genki","gEu+!$P11#","được rồi; như vậy; tử tế"
"毎～","まい～","every ~","JLPT JLPT_2","A((3F0kA(~","mỗi ~"
