"expression","reading","meaning","tags","guid","meaning_vi"
"生る","なる","to bear fruit","JLPT JLPT_2 JLPT_3","L4foi?c6%U","sinh hoa trái"
"馴れる","なれる","to become domesticated, to become tame","JLPT JLPT_2 JLPT_3","ol(4_S7K{0","trở nên thuần hóa, trở nên thuần hóa"
"縄","なわ","rope","JLPT JLPT_2 JLPT_3","n`oE5IcC;2","dây thừng"
"何で","なんで","Why, What for","JLPT JLPT_2 JLPT_3","HqNM3@mEGg","Tại sao, để làm gì"
"何でも","なんでも","by all means, everything","JLPT JLPT_2 JLPT_3","KLOu@z)~5u","bằng mọi cách, mọi thứ"
"何とか","なんとか","somehow, anyhow, one way or another","JLPT JLPT_2 JLPT_3","PsxfE&mMV)","bằng cách nào đó, dù thế nào đi nữa, bằng cách này hay cách khác"
"似合う","にあう","to suit (a person), to match (clothing), (something) becomes (someone)","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11","jtNV<xuHWD","phù hợp với (một người), phù hợp (quần áo), (cái gì đó) trở thành (ai đó)"
"煮える","にえる","to boil, to cook, to be cooked","JLPT JLPT_2 JLPT_3","bik,,M3:tN","đun sôi, nấu, nấu chín"
"苦手","にがて","poor (at), weak (in), dislike (of)","JLPT JLPT_2 JLPT_3","M3gYUPwtEh","kém (tại), yếu (trong), không thích (của)"
"握る","にぎる","to grasp, to seize, to mold sushi","JLPT JLPT_2 JLPT_3","vmSd+R!f5d","nắm, nắm, nặn sushi"
"日","にち","day","JLPT JLPT_2 JLPT_3","Nod.Sq)g|g","ngày"
"日常","にちじょう","ordinary, regular, everyday","JLPT JLPT_2 JLPT_3","m=K]ZkdB>_","bình thường, đều đặn, hàng ngày"
"日光","にっこう","sunlight","JLPT JLPT_2 JLPT_3","O|V6=xs6Hv","Ánh sáng mặt trời"
"日中","にっちゅう","daytime, broad daylight","JLPT JLPT_2 JLPT_3","1%wJTAZoF","ban ngày, ban ngày"
"にっこり","にっこり","smile sweetly, smile, grin","JLPT JLPT_2 JLPT_3","A?rMl+E(~y","cười ngọt ngào, cười tươi, cười toe toét"
"日本","にっぽん","Japan","JLPT JLPT_2 JLPT_3","xVTGJL[~Hv","Nhật Bản"
"日本","にほん","Japan","JLPT JLPT_3 JLPT_2 Genki_Ln.1 Genki","PdXU2>,+,$","Nhật Bản"
"入場","にゅうじょう","entrance, admission, entering","JLPT JLPT_2 JLPT_3","zYrH7+;Jc+","sự vào, sự vào, sự vào"
"煮る","にる","to boil, to cook","JLPT JLPT_2 JLPT_3","GsAuw,hW%.","đun sôi, nấu"
"人気","にんき","popularity","JLPT JLPT_2 JLPT_3","IO!K5zC:])","sự nổi tiếng"
"人間","にんげん","human being, person","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11","to[4Ed0}","con người, con người"
"抜く","ぬく","to extract, to omit, to unplug","JLPT JLPT_2 JLPT_3","J$S#dr#O.=","rút ra, bỏ qua, rút ​​phích cắm"
"抜ける","ぬける","to come out, to fall out, to be omitted","JLPT JLPT_2 JLPT_3","J{iiC<@SQ{","đi ra, rơi ra, bị bỏ qua"
"布","ぬの","cloth","JLPT JLPT_2 JLPT_3","q$ysjT]VCx","vải"
"濡らす","ぬらす","to wet, to soak","JLPT JLPT_2 JLPT_3","z@Vcw1=;j2","làm ướt, ngâm"
"根","ね","root","JLPT JLPT_2 JLPT_3","d=p6h26.c<","gốc"
"値","ね","value, price, cost","JLPT JLPT_2 JLPT_3","EQ[K4a8j3!","giá trị, giá cả, chi phí"
"願い","ねがい","desire, wish, request","JLPT JLPT_2 JLPT_3","sUyGKFZ%Xv","mong muốn, mong muốn, yêu cầu"
"願う","ねがう","to desire, to wish, to request","JLPT JLPT_2 JLPT_3","2e?!QE;A1","mong muốn, mong muốn, yêu cầu"
"鼠","ねずみ","mouse, rat","JLPT JLPT_2 JLPT_3","G}*K+YvkrL","chuột, chuột"
"熱帯","ねったい","tropics","JLPT JLPT_2 JLPT_3","kkWXGyi|&~","vùng nhiệt đới"
"熱中","ねっちゅう","enthusiasm, zeal, mania","JLPT JLPT_2 JLPT_3","lPMoEzcLqx","sự nhiệt tình, nhiệt tình, hưng cảm"
"年間","ねんかん","year","JLPT JLPT_2 JLPT_3","d_NdY-B:AA","năm"
"年月","ねんげつ","months and years","JLPT JLPT_2 JLPT_3","p^QZ#pHDS+","tháng và năm"
"年中","ねんじゅう","whole year, always, everyday","JLPT JLPT_2 JLPT_3","E0SJPrLvM7","cả năm, luôn luôn, hàng ngày"
"年代","ねんだい","age, era, period","JLPT JLPT_2 JLPT_3","wqq!d<%$gr","thời đại, thời đại, thời kỳ"
"年齢","ねんれい","age, years","JLPT JLPT_2 JLPT_3","lI,ZQ1?Z/$","tuổi, năm"
"野","の","field","JLPT JLPT_2 JLPT_3","y-+2`{({f&","cánh đồng"
"能","のう","being skilled in, nicely, properly","JLPT JLPT_2 JLPT_3","m[Pt*UAu7d","có kỹ năng, tốt, đúng cách"
"農家","のうか","farmer, farm family","JLPT JLPT_2 JLPT_3","v*vXrV&l.l","nông dân, gia đình nông dân"
"農業","のうぎょう","agriculture","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10","A3L<i~4B/)","nông nghiệp"
"農民","のうみん","farmers, peasants","JLPT JLPT_2 JLPT_3","l^C||-Q@FF","nông dân, nông dân"
"能力","のうりょく","ability, faculty","JLPT JLPT_2 JLPT_3","PQ%>W3<m<u","khả năng, khoa"
"ノー","ノー","no","JLPT JLPT_2 JLPT_3","A$DCH!&r|T","KHÔNG"
"軒","のき","eaves","JLPT JLPT_2 JLPT_3","DjCz-B0?P;","mái hiên"
"残す","のこす","to leave (behind, over), to save, to reserve","JLPT JLPT_2 JLPT_3","G9}3C/kn`n","để lại (phía sau, phía trên), để dành, dự trữ"
"残り","のこり","remaining, left-over","JLPT JLPT_2 JLPT_3","1Ev%4g:!#","còn sót lại, còn sót lại"
"乗せる","のせる","to place on (something), to take on board","JLPT JLPT_2 JLPT_3","P;&]8~|B5t","đặt lên (cái gì), mang lên tàu"
"載せる","のせる","to place on (something); to publish","JLPT JLPT_2 JLPT_3","c~;t;&Vnza","đặt vào (cái gì đó); xuất bản"
"覗く","のぞく","to peek in, to look in","JLPT JLPT_2 JLPT_3","Hy+I.kN0`%","nhìn vào, nhìn vào"
"除く","のぞく","to remove, to exclude, to except","JLPT JLPT_2 JLPT_3","y<H]05[a~3","loại bỏ, loại trừ, ngoại trừ"
"望み","のぞみ","wish, desire, (a) hope","JLPT JLPT_2 JLPT_3","QMT.-k$<Eb","mong muốn, mong muốn, (a) hy vọng"
"望む","のぞむ","to desire, to wish for; to view","JLPT JLPT_2 JLPT_3","eI17,m{o4{","mong muốn, mong muốn; để xem"
"後","のち","afterwards, since then","JLPT JLPT_2 JLPT_3","Rbg3w%yZT]","sau đó, kể từ đó"
"ノック","ノック","knock; fungo (baseball)","JLPT JLPT_2 JLPT_3","I|?mZ`76Sc","cú đánh; nấm (bóng chày)"
"伸ばす","のばす","to extend, to stretch, to reach out","JLPT JLPT_2 JLPT_3","xaB1#1Nz$","kéo dài, kéo dài, vươn tới"
"延ばす","のばす","to extend, to stretch, to reach out","JLPT JLPT_2 JLPT_3","MCU^h_@4jl","kéo dài, kéo dài, vươn tới"
"伸びる","のびる","to extend, to make progress, to grow","JLPT JLPT_2 JLPT_3","BVa+StSI^2","mở rộng, tiến bộ, phát triển"
"延びる","のびる","to be prolonged","JLPT JLPT_2 JLPT_3","h;x99>{wy|","được kéo dài"
"述べる","のべる","to state, to express, to mention","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13","vf(j*ek(yX","phát biểu, bày tỏ, đề cập đến"
"上る","のぼる","to ascend, to go up, to climb","JLPT JLPT_2 JLPT_3","n99IdD&<1l","đi lên, đi lên, leo lên"
"昇る","のぼる","to arise, to ascend, to go up","JLPT JLPT_2 JLPT_3","B@kvH2BlIF","nổi lên, đi lên, đi lên"
"載る","のる","to appear (in print), to be recorded","JLPT JLPT_2 JLPT_3","Nibr^Gs/g<","xuất hiện (trong bản in), được ghi lại"
"のんびり","のんびり","carefree, at leisure","JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki","lW(_0K#qr1","vô tư, nhàn hạ"
"場","ば","place, field (physics)","JLPT JLPT_2 JLPT_3","GDd)tLjDFI","địa điểm, lĩnh vực (vật lý)"
"はあ (かん)","はあ (かん)","(sigh)","JLPT JLPT_2 JLPT_3","q->2~QuZ7t","(thở dài)"
"パーセント","パーセント","percent","JLPT JLPT_2 JLPT_3","tRJyHS5V6y","phần trăm"
"灰","はい","ash","JLPT JLPT_2 JLPT_3","yp;].asZlp","tro"
"梅雨","ばいう","rainy season","JLPT JLPT_2 JLPT_3","PSy.Vi_[#","mùa mưa"
"バイオリン","バイオリン","violin","JLPT Genki_Ln.13 JLPT_3 JLPT_2 Genki","P0|;%A4sXQ","violon"
"ハイキング","ハイキング","hiking","JLPT JLPT_2 JLPT_3","HcQ1$Os%x4","đi bộ đường dài"
"配達","はいたつ","delivery, distribution","JLPT JLPT_2 JLPT_3","xw:Qj132Wm","giao hàng, phân phối"
"パイプ","パイプ","pipe; channels official or otherwise","JLPT JLPT_2 JLPT_3","l4YS(}+dg9","đường ống; kênh chính thức hoặc cách khác"
"俳優","はいゆう","actor, actress, performer","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13","fZuFXWr:[`","diễn viên, nữ diễn viên, người biểu diễn"
"パイロット","パイロット","pilot","JLPT JLPT_2 JLPT_3","bJuDn%>JBm","phi công"
"生える","はえる","to grow, to spring up; to cut (teeth)","JLPT JLPT_2 JLPT_3","H`:KnzwCJZ","lớn lên, mọc lên; cắt (răng)"
"墓","はか","grave, tomb","JLPT JLPT_2 JLPT_3","wyd?,|D3$8","mộ, ngôi mộ"
"馬鹿","ばか","fool, idiot","JLPT JLPT_2 JLPT_3","NNq|t=8Aut","đồ ngốc, đồ ngốc"
"博士","はかせ","doctorate, PhD., doctor","JLPT JLPT_2 JLPT_3","ya}G1t{rx^","tiến sĩ, tiến sĩ, tiến sĩ"
"計る","はかる","to measure, to weigh, to survey","JLPT JLPT_2 JLPT_3","r=0WeQKi!d","đo, cân, khảo sát"
"量る","はかる","to measure, to weigh, to survey","JLPT JLPT_2 JLPT_3","CRts&/>]cr","đo, cân, khảo sát"
"測る","はかる","to measure, to weigh, to survey","JLPT JLPT_2 JLPT_3","E)0?EIUz7g","đo, cân, khảo sát"
"掃く","はく","to sweep, to brush, to gather up","JLPT JLPT_2 JLPT_3","vSCJIFU380","quét, chải, thu thập"
"吐く","はく","to throw up, to vomit","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12","wVP@*4xm(:","nôn ra, nôn ra"
"拍手","はくしゅ","clapping hands, applause","JLPT JLPT_2 JLPT_3","QlF4N)gbDJ","vỗ tay, vỗ tay"
"莫大","ばくだい","enormous, vast","JLPT JLPT_2 JLPT_3","E~?/H3*fy6","to lớn, rộng lớn"
"爆発","ばくはつ","explosion, detonation, eruption","JLPT JLPT_2 JLPT_3","g9VYFn:WwV","sự nổ, sự nổ, sự phun trào"
"博物館","はくぶつかん","museum","JLPT JLPT_2 JLPT_3","LpU/`O$e<h","bảo tàng"
"激しい","はげしい","violent, vehement, intense","JLPT JLPT_2 JLPT_3","v6}uu]rF:b","bạo lực, mãnh liệt, mãnh liệt"
"はさみ","はさみ","scissors","JLPT JLPT_2 JLPT_3","eD|fBc0re3","kéo"
"破産","はさん","(personal) bankruptcy","JLPT JLPT_2 JLPT_3","f7-bX^)CWC","(cá nhân) phá sản"
"端","はし","end (e.g., of street), edge, margin","JLPT JLPT_2 JLPT_3","lap$^>s}*W","cuối (ví dụ: đường phố), cạnh, lề"
"始まり","はじまり","origin, beginning","JLPT JLPT_2 JLPT_3","I]JL:M+y+M","nguồn gốc, sự bắt đầu"
"パス","パス","path, pass (in games)","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10","hnnWC$6?3f","đường đi, đường chuyền (trong trò chơi)"
"外す","はずす","to unfasten, to remove","JLPT JLPT_2 JLPT_3","nj2An#}L(c","tháo ra, tháo ra"
"パスポート","パスポート","passport","JLPT JLPT_2 JLPT_3","jjzXZ[V)~Q","hộ chiếu"
"外れる","はずれる","to be disconnected, to be out (e.g., of gear)","JLPT JLPT_2 JLPT_3","r]URt`fp_5","bị ngắt kết nối, bị loại ra ngoài (ví dụ: thiết bị)"
"旗","はた","flag","JLPT JLPT_2 JLPT_3","dNY/1a;w#%","lá cờ"
"肌","はだ","skin","JLPT JLPT_2 JLPT_3","gmj^ZD0zR@","da"
"裸","はだか","naked, nude","JLPT JLPT_2 JLPT_3","O|p6i=|2+#","khỏa thân, khỏa thân"
"畑","はたけ","field, patch","JLPT JLPT_2 JLPT_3","rk<p3A[!PW","trường, bản vá"
"働き","はたらき","work, labor","JLPT JLPT_2 JLPT_3","G[F:Wb:]Y%","công việc, lao động"
"バッグ","バッグ","bag","JLPT JLPT_2 JLPT_3","^7.n+J;iq","cái túi"
"発見","はっけん","discovery, detection, finding","JLPT JLPT_2 JLPT_3","e1V)m7Fw)7","sự phát hiện, sự phát hiện, sự phát hiện"
"発行","はっこう","issue (publications)","JLPT JLPT_2 JLPT_3","O3&*)a48ia","ấn phẩm (xuất bản)"
"発車","はっしゃ","departure of a vehicle","JLPT JLPT_2 JLPT_3","ml<@&G38CG","sự khởi hành của một chiếc xe"
"発射","はっしゃ","firing, shooting, discharge","JLPT JLPT_2 JLPT_3","F/fE`P6yl-","bắn, bắn, phóng điện"
"罰する","ばっする","to punish, to penalize","JLPT JLPT_2 JLPT_3","hbPUdBho_q","trừng phạt, trừng phạt"
"発達","はったつ","development, growth","JLPT JLPT_2 JLPT_3","Fi-WS4m5Vq","sự phát triển, sự tăng trưởng"
"ばったり","ばったり","(to meet) by chance","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11","hf@ltuFXs9","(gặp) tình cờ"
"発展","はってん","development, growth, progress","JLPT JLPT_2 JLPT_3","niC<3l*Uz&","sự phát triển, sự tăng trưởng, sự tiến bộ"
"発表","はっぴょう","announcement; publication; presentation","Genki_Ln.15 JLPT JLPT_3 JLPT_2 Genki","q#5&i-N|DX","thông báo; xuất bản; bài thuyết trình"
"発明","はつめい","invention","JLPT JLPT_2 JLPT_3","m%u/3I%I,u","sự phát minh"
"派手","はで","showy, flashy, gaudy","JLPT JLPT_2 JLPT_3","t&Cvj}ttRu","lòe loẹt, lòe loẹt, lòe loẹt"
"話し合う","はなしあう","to discuss, to talk together","JLPT JLPT_2 JLPT_3","nVR8y%BClP","để thảo luận, để nói chuyện cùng nhau"
"離す","はなす","to part, to separate","JLPT JLPT_2 JLPT_3","zQ6Rm,}F5G","chia tay, tách ra"
"放す","はなす","to separate, to set free","JLPT JLPT_2 JLPT_3","P8H2t4/rp$","để tách ra, để giải phóng"
"離れる","はなれる","(something, someone) separates; parts from; to be apart","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Genki_Ln.23 Genki","Gk<MF_X=YD","(cái gì đó, ai đó) tách ra; các bộ phận từ; phải xa nhau"
"放れる","はなれる","to leave, to get free, to cut oneself off","JLPT JLPT_2 JLPT_3","pQ8K=L1K+c","rời đi, được tự do, tự cắt đứt"
"羽","はね","wing","JLPT JLPT_2 JLPT_3","LCMy2UZmN","cánh"
"羽根","はね","feather","JLPT JLPT_2 JLPT_3","IFw6^-Jg|1","lông vũ"
"幅","はば","width, breadth","JLPT JLPT_2 JLPT_3","yuqlNtOC6P","chiều rộng, chiều rộng"
"母親","ははおや","mother","JLPT JLPT_2 JLPT_3","gl#dQh*e=R","mẹ"
"省く","はぶく","to omit, to eliminate","JLPT JLPT_2 JLPT_3","hA|}BeGd!`","bỏ qua, loại bỏ"
"場面","ばめん","scene, setting (e.g., of novel)","JLPT JLPT_2 JLPT_3","wCW&}Thr>1","cảnh, bối cảnh (ví dụ: trong tiểu thuyết)"
"流行る","はやる","to be popular, to come into fashion","JLPT JLPT_2 JLPT_3","l+WfR9cGsI","trở nên phổ biến, trở thành thời trang"
"腹","はら","abdomen, belly, stomach","JLPT JLPT_2 JLPT_3","sfZ+Z?`&!R","bụng, bụng, bụng"
"原","はら","field, plain","JLPT JLPT_2 JLPT_3","c<(AEgR!*z","cánh đồng, đồng bằng"
"バランス","バランス","balance","JLPT JLPT_2 JLPT_3","QVn*9^P55E","THĂNG BẰNG"
"針","はり","needle, hand (e.g., clock)","JLPT JLPT_2 JLPT_3","QA`E9TI{mo","kim, bàn tay (ví dụ: đồng hồ)"
"範囲","はんい","extent, scope, range","JLPT JLPT_2 JLPT_3","r:1!2<WUUN","mức độ, phạm vi, phạm vi"
"反抗","はんこう","opposition, resistance","JLPT JLPT_2 JLPT_3","IDJ,GPHc09","sự phản đối, sự phản kháng"
"犯罪","はんざい","crime","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10","h9%1~S`/5q","tội phạm"
"ハンサム","ハンサム","handsome","JLPT JLPT_2 JLPT_3","F8GaX2S*6r","đẹp trai"
"反省","はんせい","reflection, reconsideration, regret","JLPT JLPT_2 JLPT_3","jl_=K>.y=r","suy ngẫm, xem xét lại, hối tiếc"
"判断","はんだん","judgment, decision","JLPT JLPT_2 JLPT_3","v@gzHM&*wS","phán quyết, quyết định"
"犯人","はんにん","offender, criminal","JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21","KepmoPPwL&","người phạm tội, tội phạm"
"販売","はんばい","sale, selling, marketing","JLPT JLPT_2 JLPT_3","c`5qHhM#2.","bán, bán, tiếp thị"
"灯","ひ","light","JLPT JLPT_2 JLPT_3","I||i~_;O|L","ánh sáng"
"ビール","ビール","beer","JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki","l^Yo8c$buu","bia"
"被害","ひがい","damage","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10","tAfC4<pK2g","hư hại"
"比較","ひかく","comparison","JLPT JLPT_2 JLPT_3","JGY{<0z3/z","so sánh"
"ピクニック","ピクニック","picnic","JLPT JLPT_2 JLPT_3","oc^zhI)pBK","đi chơi picnic"
"悲劇","ひげき","tragedy","JLPT JLPT_2 JLPT_3","EzhU5X_S}(","bi kịch"
"飛行","ひこう","aviation, flight","JLPT JLPT_2 JLPT_3","rAR4=4~Jb^","hàng không, chuyến bay"
"膝","ひざ","knee, lap","JLPT JLPT_2 JLPT_3","I?$>s3Mj7%","đầu gối, đùi"
"非常","ひじょう","emergency, extraordinary, unusual","JLPT JLPT_2 JLPT_3","jIVGL0x@qc","trường hợp khẩn cấp, bất thường, bất thường"
"美人","びじん","beautiful person (woman)","JLPT JLPT_2 JLPT_3","g|cQb(%])I","người đẹp (phụ nữ)"
"額","ひたい","forehead, brow","JLPT JLPT_2 JLPT_3","K}(BncWd~a","trán, trán"
"日付","ひづけ","date, dating","JLPT JLPT_2 JLPT_3","jl00WKL;dH","hẹn hò, hẹn hò"
"引越し","ひっこし","moving, changing residence","JLPT JLPT_2 JLPT_3","rxV,INx<Hk","chuyển nhà, thay đổi nơi ở"
"必死","ひっし","desperation, frantic, inevitable result","JLPT JLPT_2 JLPT_3","nC7R$*m=)e","tuyệt vọng, điên cuồng, kết quả tất yếu"
"ぴったり","ぴったり","exactly, neatly, sharp","JLPT JLPT_2 JLPT_3","gEO0@gf40A","chính xác, gọn gàng, sắc nét"
"引っ張る","ひっぱる","to pull, to stretch, to drag","JLPT JLPT_2 JLPT_3","FzRJSNQfTY","kéo, căng, kéo"
"否定","ひてい","negation, denial","JLPT JLPT_2 JLPT_3","hq]bB}D.D","sự phủ định, sự phủ nhận"
"ビデオ","ビデオ","video tape; VCR","JLPT JLPT_3 JLPT_2 Genki_Ln.3 Genki","fVfQ41zUR-","băng video; VCR"
"一言","ひとこと","one word","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12","cb)`=-[#ld","một từ"
"人込み","ひとごみ","crowd of people","JLPT JLPT_2 JLPT_3","ew])gT]]&]","đám đông người"
"等しい","ひとしい","equal","JLPT JLPT_2 JLPT_3","g*T^:&)[`f","bình đẳng"
"独り","ひとり","alone, unmarried","JLPT JLPT_2 JLPT_3","CIC9}ZNl+]","một mình, chưa kết hôn"
"一人一人","ひとりひとり","one by one, each","JLPT JLPT_2 JLPT_3","g/LDWyd~bV","từng cái một, từng cái một"
"批判","ひはん","criticism","JLPT JLPT_2 JLPT_3","sSt}v%TolX","chỉ trích"
"批評","ひひょう","criticism, review, commentary","JLPT JLPT_2 JLPT_3","nZusJ0/%}S","phê bình, phê bình, bình luận"
"秘密","ひみつ","secret, secrecy","Genki_Ln.17 JLPT JLPT_3 JLPT_2 Genki","K8:/c`_D0>","bí mật, bí mật"
"微妙","びみょう","delicate, subtle","JLPT JLPT_2 JLPT_3","y[W__*[UUc","tinh tế, tế nhị"
"紐","ひも","string, cord","JLPT JLPT_2 JLPT_3","p`?=+t<[ZR","chuỗi, dây"
"冷やす","ひやす","to cool, to refrigerate","JLPT JLPT_2 JLPT_3","DSr^r:qjw.","để nguội, để lạnh"
"費用","ひよう","cost, expense","JLPT JLPT_2 JLPT_3","r1KmsC-Y<P","chi phí, chi phí"
"表","ひょう","table (e.g., Tab 1), chart, list","JLPT JLPT_2 JLPT_3","C+2G67mxr#","bảng (ví dụ: Tab 1), biểu đồ, danh sách"
"秒","びょう","second (60th min)","JLPT JLPT_2 JLPT_3","yX.tO*9QI!","giây (phút thứ 60)"
"評価","ひょうか","assessment, evaluation","JLPT JLPT_2 JLPT_3","u;D]S#_>Xe","đánh giá, đánh giá"
"表現","ひょうげん","expression, presentation","JLPT JLPT_2 JLPT_3","luB++%rSgA","diễn đạt, trình bày"
"表情","ひょうじょう","facial expression","JLPT JLPT_2 JLPT_3","hyoeK91[Bh","nét mặt"
"平等","びょうどう","equality, impartiality, evenness","JLPT JLPT_2 JLPT_3","AJ(ugjSc/!","sự bình đẳng, sự công bằng, sự bình đẳng"
"評判","ひょうばん","fame, reputation","JLPT JLPT_2 JLPT_3","wS@|p-w%.R","danh tiếng, danh tiếng"
"表面","ひょうめん","surface, outside, face","JLPT JLPT_2 JLPT_3","u`tQMUrn$Y","bề mặt, bên ngoài, khuôn mặt"
"広がる","ひろがる","to spread (out), to extend, to stretch, to reach to, to get around","JLPT JLPT_2 JLPT_3","uwnemtdnp7","trải rộng (ra), mở rộng, kéo dài, vươn tới, di chuyển"
"広げる","ひろげる","to spread, to extend, to expand, to enlarge","JLPT JLPT_2 JLPT_3",",acb]qNE)","lan rộng, mở rộng, mở rộng, mở rộng"
"広める","ひろめる","to broaden, to propagate","JLPT JLPT_2 JLPT_3","A(+H=R:mLS","mở rộng, tuyên truyền"
"品","ひん","goods; taste, elegance","JLPT JLPT_2 JLPT_3","G((JK!Y$Y=","hàng hóa; hương vị, sang trọng"
"瓶","びん","bottle","JLPT JLPT_2 JLPT_3","s2SgOi7f``","cái chai"
"便","びん","way, means; flight","JLPT Genki_Ln.10 JLPT_3 JLPT_2 Genki","hW&&,9z!hz","cách, phương tiện; chuyến bay"
"ピン","ピン","pin","JLPT JLPT_2 JLPT_3","w[{)#&AAgf","ghim"
"不","ふ","un(~), non(~), negative prefix","JLPT JLPT_2 JLPT_3","DaVjdKEUb@","un(~), non(~), tiền tố phủ định"
"不","ぶ","un(~), non(~), negative prefix","JLPT JLPT_2 JLPT_3","xWoO+hKXb|","un(~), non(~), tiền tố phủ định"
"無","ぶ","nothing, naught, nil, zero","JLPT JLPT_2 JLPT_3","F0,T~)w`pd","không có gì, không, không, không"
"分","ぶ","dividing, part","JLPT JLPT_2 JLPT_3","o4et&;Hn=[","chia, phần"
"不安","ふあん","anxiety, uneasiness","JLPT JLPT_2 JLPT_3","B.}P5XzBC<","sự lo lắng, bất an"
"風景","ふうけい","scenery","JLPT JLPT_2 JLPT_3","K|bB_b5g2q","phong cảnh"
"夫婦","ふうふ","married couple, husband and wife","JLPT Genki_Ln.14 Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14 Genki","vE=+[H1Y=?","cặp vợ chồng, vợ chồng"
"笛","ふえ","flute, whistle","JLPT JLPT_2 JLPT_3","j~98+xAGu/","sáo, còi"
"不可","ふか","wrong, bad, impossible","JLPT JLPT_2 JLPT_3","c4*Ann{K[p","sai, xấu, không thể"
"深まる","ふかまる","to deepen","JLPT JLPT_2 JLPT_3","nFYj_QbHY$","làm sâu sắc thêm"
"武器","ぶき","weapon, arms","JLPT JLPT_2 JLPT_3","k{:ASZ}`4,","vũ khí, cánh tay"
"拭く","ふく","to wipe, to dry","JLPT JLPT_2 JLPT_3","C+1a]]!)6B","để lau, để khô"
"服装","ふくそう","clothes, attire","JLPT JLPT_2 JLPT_3","zfH3Izi6=g","quần áo, trang phục"
"含む","ふくむ","to contain, to include","JLPT JLPT_2 JLPT_3","qU@`!oQ_~}","chứa, bao gồm"
"含める","ふくめる","to include","JLPT JLPT_2 JLPT_3","Lp<OS_$:v^","bao gồm"
"袋","ふくろ","bag, sack","JLPT JLPT_2 JLPT_3","fF&Fkk&[N(","túi, bao"
"不幸","ふこう","unhappiness, sorrow, misfortune","JLPT JLPT_2 JLPT_3","n27gAU4MS<","sự bất hạnh, nỗi buồn, sự bất hạnh"
"節","ふし","tune, tone, knob","JLPT JLPT_2 JLPT_3","meTR#p8LaO","giai điệu, giai điệu, núm"
"無事","ぶじ","safety, peace","JLPT JLPT_2 JLPT_3","c|X1eKToE(","an ninh, hòa bình"
"不思議","ふしぎ","mystery, curiosity","JLPT JLPT_2 JLPT_3","i2aoaA[Rbt","bí ẩn, tò mò"
"不自由","ふじゆう","discomfort, disability, inconvenience","JLPT JLPT_2 JLPT_3","OXxKs56cIo","khó chịu, khuyết tật, bất tiện"
"夫人","ふじん","wife, Mrs, madam","JLPT JLPT_2 JLPT_3","L,Jr>b/Q=,","vợ, bà, bà"
"婦人","ふじん","woman (same as 女性 (じょせい)、女の人 (おんなのひと))","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13","MGNGYZeM?*","người phụ nữ (giống như 女性 (じょせい)、女の人 (おんなのひと))"
"不正","ふせい","injustice, unfairness","JLPT JLPT_2 JLPT_3","J.&5HDb8II","sự bất công, sự bất công"
"防ぐ","ふせぐ","to defend (against), to protect, to prevent","JLPT JLPT_2 JLPT_3","O_+;lEJg#]","bảo vệ (chống lại), bảo vệ, ngăn chặn"
"不足","ふそく","insufficiency, shortage","JLPT JLPT_2 JLPT_3","Ip|9ih@[9P","sự thiếu hụt, sự thiếu hụt"
"舞台","ぶたい","stage (theater)","JLPT JLPT_2 JLPT_3","rkMf{ZSRD@","sân khấu (sân khấu)"
"双子","ふたご","twins, a twin","JLPT JLPT_2 JLPT_3","Bb6Pii78=4","sinh đôi, sinh đôi"
"再び","ふたたび","again, once more, a second time","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13","C$(!v<U~%+","một lần nữa, một lần nữa, lần thứ hai"
"普段","ふだん","in everyday situations, usually, ordinarily","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15","scK7$1)*7n","trong các tình huống hàng ngày, thông thường, thông thường"
"縁","ふち","edge, rim","JLPT JLPT_2 JLPT_3","Nc2^vNEcht","mép, viền"
"打つ","ぶつ","to hit, to strike","JLPT JLPT_2 JLPT_3","rp}j9GjVWq","đánh, đánh"
