Unnamed: 0,word,type,cefr,phon_br,phon_n_am,definition,example,uk,us,meaning_vi
4268,rear,noun,c1,/rɪə(r)/,/rɪr/,the back part of something,A trailer was attached to the rear of the truck.,rear_uk.mp3,rear_us.mp3,phía sau
4269,reason,noun,a1,/ˈriːzn/,/ˈriːzn/,a cause or an explanation for something that has happened or that somebody has done,He said no but he didn't give a reason.,reason_uk.mp3,reason_us.mp3,lý do
4270,reasonable,adjective,b2,/ˈriːznəbl/,/ˈriːznəbl/,"fair, practical, and sensible","it is reasonable to do something, It is reasonable to assume that he knew beforehand that this would happen.",reasonable_uk.mp3,reasonable_us.mp3,hợp lý
4271,reasonably,adverb,b2,/ˈriːznəbli/,/ˈriːznəbli/,to a degree that is fairly good but not very good,The instructions are reasonably straightforward.,reasonably_uk.mp3,reasonably_us.mp3,hợp lý
4272,reasoning,noun,c1,/ˈriːzənɪŋ/,/ˈriːzənɪŋ/,the process of thinking about things in a logical way; opinions and ideas that are based on logical thinking,What is the reasoning behind this decision?,reasoning_uk.mp3,reasoning_us.mp3,lý luận
4273,reassure,verb,c1,/ˌriːəˈʃʊə(r)/,/ˌriːəˈʃʊr/,to say or do something that makes somebody less frightened or worried,"reassure somebody (about something), They tried to reassure her, but she still felt anxious.",reassure_uk.mp3,reassure_us.mp3,trấn an
4274,rebel,noun,c1,/ˈrebl/,/ˈrebl/,a person who fights against the government of their country,rebel forces,rebel_uk.mp3,rebel_us.mp3,phiến quân
4275,rebellion,noun,c1,/rɪˈbeljən/,/rɪˈbeljən/,"an attempt by some of the people in a country to change their government, using violence","in rebellion (against somebody/something), The north of the country rose in rebellion against the government.",rebellion_uk.mp3,rebellion_us.mp3,nổi loạn
4276,rebuild,verb,b2,/ˌriːˈbɪld/,/ˌriːˈbɪld/,to build or put something together again,"After the earthquake, the people set about rebuilding their homes.",rebuild_uk.mp3,rebuild_us.mp3,xây dựng lại
4277,recall,verb,b2,/rɪˈkɔːl/,/rɪˈkɔːl/,to remember something,"recall something, She could not recall his name.",recall_uk.mp3,recall_us.mp3,nhớ lại
4278,receipt,noun,b1,/rɪˈsiːt/,/rɪˈsiːt/,a piece of paper or an electronic document that shows that goods or services have been paid for,"Can I have a receipt, please?",receipt_uk.mp3,receipt_us.mp3,biên nhận
4279,receive,verb,a2,/rɪˈsiːv/,/rɪˈsiːv/,to get or accept something that is sent or given to you,receive something,receive_uk.mp3,receive_us.mp3,nhận
4280,receiver,noun,b2,/rɪˈsiːvə(r)/,/rɪˈsiːvər/,the part of a phone that you hold close to your mouth and ear,to pick up/lift/put down/replace the receiver,receiver_uk.mp3,receiver_us.mp3,máy thu
4281,recent,adjective,a2,/ˈriːsnt/,/ˈriːsnt/,that happened or began only a short time ago,a recent study/report/survey,recent_uk.mp3,recent_us.mp3,gần đây
4282,recently,adverb,a2,/ˈriːsntli/,/ˈriːsntli/,not long ago,a recently published book,recently_uk.mp3,recently_us.mp3,gần đây
4283,reception,noun,a2,/rɪˈsepʃn/,/rɪˈsepʃn/,"the area inside the entrance of a hotel, an office building, etc. where guests or visitors go first when they arrive",Please report to reception on arrival.,reception_uk.mp3,reception_us.mp3,lễ tân
4284,recession,noun,b2,/rɪˈseʃn/,/rɪˈseʃn/,"a difficult time for the economy of a country, when there is less trade and industrial activity than usual and more people are unemployed",How do you assess the impact of the current recession on manufacturing?,recession_uk.mp3,recession_us.mp3,suy thoái kinh tế
4285,recipe,noun,a2,/ˈresəpi/,/ˈresəpi/,a set of instructions that tells you how to cook something and the ingredients (= items of food) you need for it,"recipe for something, a recipe for chicken soup",recipe_uk.mp3,recipe_us.mp3,công thức
4286,recipient,noun,c1,/rɪˈsɪpiənt/,/rɪˈsɪpiənt/,a person who receives something,recipients of awards,recipient_uk.mp3,recipient_us.mp3,người nhận
4287,reckon,verb,b2,/ˈrekən/,/ˈrekən/,to think something or have an opinion about something,I reckon (that) I’m going to get that job.,reckon_uk.mp3,reckon_us.mp3,nghĩ
4288,recognition,noun,b2,/ˌrekəɡˈnɪʃn/,/ˌrekəɡˈnɪʃn/,"the act of remembering who somebody is when you see them, or of identifying what something is",He glanced briefly towards her but there was no sign of recognition.,recognition_uk.mp3,recognition_us.mp3,sự công nhận
4289,recognize,verb,a2,/ˈrekəɡnaɪz/,/ˈrekəɡnaɪz/,"to know who somebody is or what something is when you see or hear them or it, because you have seen or heard them or it before","recognize somebody/something, I recognized him as soon as he came in the room.",recognize_uk.mp3,recognize_us.mp3,nhận ra
4290,recommend,verb,a2,/ˌrekəˈmend/,/ˌrekəˈmend/,"to tell somebody that something is good or useful, or that somebody would be suitable for a particular job, etc.","recommend somebody/something, The hotel's new restaurant comes highly recommended (= a lot of people have praised it).",recommend_uk.mp3,recommend_us.mp3,recommend
4291,recommendation,noun,b1,/ˌrekəmenˈdeɪʃn/,/ˌrekəmenˈdeɪʃn/,an official suggestion about the best thing to do,to accept/reject a recommendation,recommendation_uk.mp3,recommendation_us.mp3,khuyến nghị
4292,reconstruction,noun,c1,/ˌriːkənˈstrʌkʃn/,/ˌriːkənˈstrʌkʃn/,the process of changing or improving the condition of something or the way it works; the process of putting something back into the state it was in before,the reconstruction of the educational system,reconstruction_uk.mp3,reconstruction_us.mp3,tái thiết
4293,record,noun,a2,/ˈrekɔːd/,/ˈrekərd/,a written account of something that is kept so that it can be looked at and used in the future,You should keep a record of your expenses.,record_uk.mp3,record_us.mp3,bản ghi
4294,record,verb,a2,/rɪˈkɔːd/,/rɪˈkɔːrd/,"to keep a permanent account of facts or events by writing them down, filming them, storing them in a computer, etc.","record something, Her childhood is recorded in the diaries of those years.",record_uk.mp3,record_us.mp3,ghi lại
4295,recording,noun,a2,/rɪˈkɔːdɪŋ/,/rɪˈkɔːrdɪŋ/,"sound or pictures that have been recorded on computer files or on CD, DVD, video, etc.",an audio recording,recording_uk.mp3,recording_us.mp3,ghi âm
4296,recount,verb,c1,,,"sound or pictures that have been recorded on computer files or on CD, DVD, video, etc.",an audio recording,recount_uk.mp3,recount_us.mp3,kể lại
4297,recover,verb,b2,/rɪˈkʌvə(r)/,/rɪˈkʌvər/,"to get well again after being ill, hurt, etc.","recover from something, He's still recovering from his operation.",recover_uk.mp3,recover_us.mp3,phục hồi
4298,recovery,noun,b2,/rɪˈkʌvəri/,/rɪˈkʌvəri/,the process of becoming well again after an illness or injury,My father has made a full recovery from the operation.,recovery_uk.mp3,recovery_us.mp3,phục hồi
4299,recruit,noun,b2,/rɪˈkruːt/,/rɪˈkruːt/,a person who has recently joined the armed forces or the police,the training of new recruits,recruit_uk.mp3,recruit_us.mp3,tuyển dụng
4300,recruit,verb,b2,/rɪˈkruːt/,/rɪˈkruːt/,"to find new people to join a company, an organization, the armed forces, etc.","recruit (somebody), We are trying to recruit officers from more diverse backgrounds.",recruit_uk.mp3,recruit_us.mp3,tuyển dụng
4301,recruitment,noun,b2,/rɪˈkruːtmənt/,/rɪˈkruːtmənt/,"the act or process of finding new people to join a company, an organization, the armed forces, etc.",the recruitment of new members,recruitment_uk.mp3,recruitment_us.mp3,tuyển dụng
4302,recycle,verb,a2,/ˌriːˈsaɪkl/,/ˌriːˈsaɪkl/,to treat things that have already been used so that they can be used again,to recycle waste/rubbish,recycle_uk.mp3,recycle_us.mp3,tái chế
4303,red,adjective,a1,/red/,/red/,having the colour of blood or fire,bright/light/dark red lipstick,red_uk.mp3,red_us.mp3,màu đỏ
4304,red,noun,a1,/red/,/red/,the colour of blood or fire,She often wears red.,red_uk.mp3,red_us.mp3,màu đỏ
4305,reduce,verb,a2,/rɪˈdjuːs/,/rɪˈduːs/,"to make something less or smaller in size, quantity, price, etc.; to become less or smaller in size, quantity, etc.","reduce something, Reduce speed now (= on a sign).",reduce_uk.mp3,reduce_us.mp3,giảm bớt
4306,reduction,noun,b2,/rɪˈdʌkʃn/,/rɪˈdʌkʃn/,an act of making something less or smaller; the state of being made less or smaller,"Some staff received wage rises, while others experienced a reduction.",reduction_uk.mp3,reduction_us.mp3,giảm thiểu
4307,refer,verb,a2,/rɪˈfɜː(r)/,/rɪˈfɜːr/,"to send somebody/something to somebody/something for help, advice or a decision","refer somebody/something to somebody/something, My doctor referred me to a specialist.",refer_uk.mp3,refer_us.mp3,tham khảo
4308,referee,noun,b2,/ˌrefəˈriː/,/ˌrefəˈriː/,the official who controls the game in some sports,He was sent off for arguing with the referee.,referee_uk.mp3,referee_us.mp3,trọng tài
4309,reference,noun,b1,/ˈrefrəns/,/ˈrefrəns/,a thing you say or write that mentions somebody/something else; the act of mentioning somebody/something,"reference to somebody/something, She made no reference to her illness but only to her future plans.",reference_uk.mp3,reference_us.mp3,tham khảo
4310,referendum,noun,c1,/ˌrefəˈrendəm/,/ˌrefəˈrendəm/,an occasion when all the people of a country can vote on an important issue,"referendum on something, Switzerland decided to hold a referendum on joining the EU.",referendum_uk.mp3,referendum_us.mp3,trưng cầu dân ý
4311,reflect,verb,b1,/rɪˈflekt/,/rɪˈflekt/,"to show the image of somebody/something on the surface of something such as a mirror, water or glass","be reflected (in something), His face was reflected in the mirror.",reflect_uk.mp3,reflect_us.mp3,phản ánh
4312,reflection,noun,c1,/rɪˈflekʃn/,/rɪˈflekʃn/,"an image in a mirror, on a shiny surface, on water, etc.",He admired his reflection in the mirror.,reflection_uk.mp3,reflection_us.mp3,sự phản chiếu
4313,reform,noun,c1,/rɪˈfɔːm/,/rɪˈfɔːrm/,"change that is made to a social system, an organization, etc. in order to improve or correct it",a government committed to reform,reform_uk.mp3,reform_us.mp3,cải cách
4314,reform,verb,c1,/rɪˈfɔːm/,/rɪˈfɔːrm/,"to improve a system, an organization, a law, etc. by making changes to it",proposals to reform the social security system,reform_uk.mp3,reform_us.mp3,cải cách
4315,refuge,noun,c1,/ˈrefjuːdʒ/,/ˈrefjuːdʒ/,"shelter or protection from danger, trouble, etc.",A further 300 people have taken refuge in the US embassy.,refuge_uk.mp3,refuge_us.mp3,nơi ẩn náu
4316,refugee,noun,b2,/ˌrefjuˈdʒiː/,/ˌrefjuˈdʒiː/,"a person who has been forced to leave their country or home, because there is a war or for political, religious or social reasons",There has been a steady flow of refugees from the war zone.,refugee_uk.mp3,refugee_us.mp3,người tị nạn
4317,refusal,noun,c1,/rɪˈfjuːzl/,/rɪˈfjuːzl/,"an act of saying or showing that you will not do, give or accept something",the refusal of a request/an invitation/an offer,refusal_uk.mp3,refusal_us.mp3,từ chối
4318,refuse,verb,a2,/rɪˈfjuːz/,/rɪˈfjuːz/,to say or show that you will not do something that somebody has asked you to do,"Go on, ask her; she can hardly refuse.",refuse_uk.mp3,refuse_us.mp3,từ chối
4319,regain,verb,c1,/rɪˈɡeɪn/,/rɪˈɡeɪn/,"to get back something you no longer have, especially an ability or a quality",I struggled to regain some dignity.,regain_uk.mp3,regain_us.mp3,lấy lại
4320,regard,noun,b2,/rɪˈɡɑːd/,/rɪˈɡɑːrd/,attention to or thought and care for somebody/something,"regard for somebody/something, to have scant/little/no regard for somebody/something",regard_uk.mp3,regard_us.mp3,quan tâm
4321,regard,verb,b2,/rɪˈɡɑːd/,/rɪˈɡɑːrd/,to think about somebody/something in a particular way,"regard somebody/something + adv./prep., They regarded people outside their own town with suspicion.",regard_uk.mp3,regard_us.mp3,quan tâm
4322,regardless,adverb,c1,/rɪˈɡɑːdləs/,/rɪˈɡɑːrdləs/,"paying no attention, even if the situation is bad or there are difficulties",The weather was terrible but we carried on regardless.,regardless_uk.mp3,regardless_us.mp3,bất kể
4323,regime,noun,c1,/reɪˈʒiːm/,/reɪˈʒiːm/,"a method or system of government, especially one that has not been elected in a fair way","a fascist/totalitarian/military, etc. regime",regime_uk.mp3,regime_us.mp3,chế độ
4324,region,noun,a2,/ˈriːdʒən/,/ˈriːdʒən/,"a large area of land, usually without exact limits or borders",mountainous/coastal regions,region_uk.mp3,region_us.mp3,khu vực
4325,regional,adjective,b2,/ˈriːdʒənl/,/ˈriːdʒənl/,of or relating to a region,services available at a local and regional level,regional_uk.mp3,regional_us.mp3,khu vực
4326,register,noun,b2,/ˈredʒɪstə(r)/,/ˈredʒɪstər/,"an official list or record of names, items, etc.; a book that contains such a list",The bride and groom signed the register.,register_uk.mp3,register_us.mp3,đăng ký
4327,register,verb,b2,/ˈredʒɪstə(r)/,/ˈredʒɪstər/,to record your/somebody’s/something’s name on an official list,You can also register online.,register_uk.mp3,register_us.mp3,register
4328,registration,noun,b2,/ˌredʒɪˈstreɪʃn/,/ˌredʒɪˈstreɪʃn/,the act of making an official record of something/somebody,the registration of letters and parcels,registration_uk.mp3,registration_us.mp3,đăng ký
4329,regret,noun,b2,/rɪˈɡret/,/rɪˈɡret/,a sad feeling because of something that has happened or something that you have done or not done,a feeling/pang/twinge of regret,regret_uk.mp3,regret_us.mp3,hối tiếc
4330,regret,verb,b2,/rɪˈɡret/,/rɪˈɡret/,to feel sorry about something you have done or about something that you have not been able to do,"regret something, If you don't do it now, you'll only regret it.",regret_uk.mp3,regret_us.mp3,hối tiếc
4331,regular,adjective,a2,/ˈreɡjələ(r)/,/ˈreɡjələr/,"following a pattern, especially with the same time or space in between each thing and the next",regular breathing,regular_uk.mp3,regular_us.mp3,đều đặn
4332,regularly,adverb,b1,/ˈreɡjələli/,/ˈreɡjələrli/,at regular intervals or times ,We meet regularly to discuss the progress of the project.,regularly_uk.mp3,regularly_us.mp3,thường xuyên
4333,regulate,verb,b2,/ˈreɡjuleɪt/,/ˈreɡjuleɪt/,to control something by means of rules,The department is responsible for regulating the insurance industry.,regulate_uk.mp3,regulate_us.mp3,điều chỉnh
4334,regulation,noun,b2,/ˌreɡjuˈleɪʃn/,/ˌreɡjuˈleɪʃn/,an official rule made by a government or some other authority,too many rules and regulations,regulation_uk.mp3,regulation_us.mp3,quy định
4335,regulator,noun,c1,/ˈreɡjuleɪtə(r)/,/ˈreɡjuleɪtər/,a person or an organization that officially controls an area of business or industry and makes sure that it is operating fairly,"Ofgas, the gas industry regulator",regulator_uk.mp3,regulator_us.mp3,cơ quan quản lý
4336,regulatory,adjective,c1,/ˈreɡjələtəri/,/ˈreɡjələtɔːri/,having the power to control an area of business or industry and make sure that it is operating fairly,regulatory bodies/authorities/agencies,regulatory_uk.mp3,regulatory_us.mp3,quy định
4337,rehabilitation,noun,c1,/ˌriːəˌbɪlɪˈteɪʃn/,/ˌriːəˌbɪlɪˈteɪʃn/,"the process of helping somebody to return to a normal, healthy life after they have been in prison or very ill",a drug rehabilitation centre,rehabilitation_uk.mp3,rehabilitation_us.mp3,phục hồi chức năng
4338,reign,noun,c1,/reɪn/,/reɪn/,"the period during which a king, queen, emperor, etc. rules","By the end of his reign, the vast empire was in decline.",reign_uk.mp3,reign_us.mp3,trị vì
4339,reign,verb,c1,/reɪn/,/reɪn/,"to rule as king, queen, emperor, etc.",It was the first visit by a British reigning monarch to Russia.,reign_uk.mp3,reign_us.mp3,trị vì
4340,reinforce,verb,b2,/ˌriːɪnˈfɔːs/,/ˌriːɪnˈfɔːrs/,"to make a feeling, an idea, etc. stronger",The experience reinforced my sense of loss.,reinforce_uk.mp3,reinforce_us.mp3,củng cố
4341,reject,verb,b1,/rɪˈdʒekt/,/rɪˈdʒekt/,to refuse to accept or consider something,to reject an argument/a hypothesis/a notion/a plan,reject_uk.mp3,reject_us.mp3,từ chối
4342,rejection,noun,c1,/rɪˈdʒekʃn/,/rɪˈdʒekʃn/,the act of refusing to accept or consider something,Her proposal met with unanimous rejection.,rejection_uk.mp3,rejection_us.mp3,từ chối
4343,relate,verb,b1,/rɪˈleɪt/,/rɪˈleɪt/,show or make a connection between two or more things,"relate something, I found it difficult to relate the two ideas in my mind.",relate_uk.mp3,relate_us.mp3,liên quan
4344,related,adjective,b1,/rɪˈleɪtɪd/,/rɪˈleɪtɪd/,connected with something/somebody in some way,"related to something/somebody, The amount of protein you need is directly related to your lifestyle.",related_uk.mp3,related_us.mp3,liên quan
4345,relation,noun,b1,/rɪˈleɪʃn/,/rɪˈleɪʃn/,"the way in which two people, groups or countries behave towards each other or deal with each other",diplomatic/international/foreign relations,relation_uk.mp3,relation_us.mp3,mối quan hệ
4346,relationship,noun,a2,/rɪˈleɪʃnʃɪp/,/rɪˈleɪʃnʃɪp/,"the way in which two people, groups or countries behave towards each other or deal with each other",a personal/working relationship,relationship_uk.mp3,relationship_us.mp3,mối quan hệ
4347,relative,adjective,b1,/ˈrelətɪv/,/ˈrelətɪv/,considered and judged by being compared with something else,You must consider the relative merits of the two plans.,relative_uk.mp3,relative_us.mp3,tương đối
4348,relative,noun,b1,/ˈrelətɪv/,/ˈrelətɪv/,a person who is in the same family as somebody else,a close/distant relative,relative_uk.mp3,relative_us.mp3,họ hàng
4349,relatively,adverb,b2,/ˈrelətɪvli/,/ˈrelətɪvli/,"to a fairly large degree, especially in comparison to something else",relatively large/small/high/low,relatively_uk.mp3,relatively_us.mp3,tương đối
4350,relax,verb,a1,/rɪˈlæks/,/rɪˈlæks/,"to rest while you are doing something that you enjoy, especially after work or effort",Just relax and enjoy the movie.,relax_uk.mp3,relax_us.mp3,thư giãn
4351,relaxed,adjective,b1,/rɪˈlækst/,/rɪˈlækst/,calm and not anxious or worried,He appeared relaxed and confident before the match.,relaxed_uk.mp3,relaxed_us.mp3,thoải mái
4352,relaxing,adjective,b1,/rɪˈlæksɪŋ/,/rɪˈlæksɪŋ/,helping you to rest and become less anxious,a relaxing evening with friends,relaxing_uk.mp3,relaxing_us.mp3,thư giãn
4353,release,noun,b1,/rɪˈliːs/,/rɪˈliːs/,the act of setting a person or an animal free; the state of being set free,"release of somebody/something, The government has been working to secure the release of the hostages.",release_uk.mp3,release_us.mp3,phóng thích
4354,release,verb,b1,/rɪˈliːs/,/rɪˈliːs/,to let somebody come out of a place where they have been kept or stuck and unable to leave or move,"release somebody, to release a prisoner",release_uk.mp3,release_us.mp3,thả
4355,relevance,noun,c1,/ˈreləvəns/,/ˈreləvəns/,a close connection with the subject you are discussing or the situation you are in,I don't see the relevance of your question.,relevance_uk.mp3,relevance_us.mp3,sự liên quan
4356,relevant,adjective,b2,/ˈreləvənt/,/ˈreləvənt/,closely connected with the subject you are discussing or the situation you are in,relevant information/facts/documents/factors,relevant_uk.mp3,relevant_us.mp3,liên quan
4357,reliability,noun,c1,/rɪˌlaɪəˈbɪləti/,/rɪˌlaɪəˈbɪləti/,the quality of being able to be trusted to do what somebody wants or needs,The incident cast doubt on her motives and reliability.,reliability_uk.mp3,reliability_us.mp3,độ tin cậy
4358,reliable,adjective,b1,/rɪˈlaɪəbl/,/rɪˈlaɪəbl/,that can be trusted to do something well; that you can rely on,We are looking for someone who is reliable and hard-working.,reliable_uk.mp3,reliable_us.mp3,đáng tin cậy
4359,relief,noun,b2,/rɪˈliːf/,/rɪˈliːf/,the feeling of happiness that you have when something unpleasant stops or does not happen,I felt a huge sense of relief when I heard they were all OK.,relief_uk.mp3,relief_us.mp3,sự nhẹ nhõm
4360,relieve,verb,b2,/rɪˈliːv/,/rɪˈliːv/,to remove or reduce an unpleasant feeling or pain,to relieve the symptoms of a cold,relieve_uk.mp3,relieve_us.mp3,giảm bớt
4361,relieved,adjective,b2,/rɪˈliːvd/,/rɪˈliːvd/,feeling happy because something unpleasant has stopped or has not happened; showing this,She sounded relieved.,relieved_uk.mp3,relieved_us.mp3,nhẹ nhõm
4362,religion,noun,b1,/rɪˈlɪdʒən/,/rɪˈlɪdʒən/,"the belief in the existence of a god or gods, and the activities that are connected with the worship of them, or in the teachings of a spiritual leader",Is there always a conflict between science and religion?,religion_uk.mp3,religion_us.mp3,tôn giáo
4363,religious,adjective,b1,/rɪˈlɪdʒəs/,/rɪˈlɪdʒəs/,connected with religion or with a particular religion,religious beliefs/convictions/faith,religious_uk.mp3,religious_us.mp3,tôn giáo
4364,reluctant,adjective,c1,/rɪˈlʌktənt/,/rɪˈlʌktənt/,hesitating before doing something because you do not want to do it or because you are not sure that it is the right thing to do,He finally gave a reluctant smile.,reluctant_uk.mp3,reluctant_us.mp3,miễn cưỡng
4365,rely,verb,b2,/rɪˈlaɪ/,/rɪˈlaɪ/,,,rely_uk.mp3,rely_us.mp3,dựa vào (động từ)
4366,remain,verb,b1,/rɪˈmeɪn/,/rɪˈmeɪn/,to continue to be something; to be still in the same state or condition,"remain + adj., to remain silent",remain_uk.mp3,remain_us.mp3,còn lại
4367,remainder,noun,c1,/rɪˈmeɪndə(r)/,/rɪˈmeɪndər/,"the people, things or time that remain",I kept some of his books and gave away the remainder.,remainder_uk.mp3,remainder_us.mp3,phần còn lại
4368,remains,noun,c1,/rɪˈmeɪnz/,/rɪˈmeɪnz/,"the parts of something that are left after the other parts have been used, eaten, removed, etc.",She fed the remains of her lunch to the dog.,remains_uk.mp3,remains_us.mp3,còn lại
4369,remark,noun,b2,/rɪˈmɑːk/,/rɪˈmɑːrk/,"something that you say or write which expresses an opinion, a thought, etc. about somebody/something",to make a remark,remark_uk.mp3,remark_us.mp3,nhận xét
4370,remark,verb,b2,/rɪˈmɑːk/,/rɪˈmɑːrk/,to say or write a comment about something/somebody,"Sport, George Orwell once remarked, is like war.",remark_uk.mp3,remark_us.mp3,nhận xét
4371,remarkable,adjective,b2,/rɪˈmɑːkəbl/,/rɪˈmɑːrkəbl/,unusual or surprising in a way that causes people to take notice,a remarkable achievement/career/talent,remarkable_uk.mp3,remarkable_us.mp3,đáng chú ý
4372,remarkably,adverb,b2,/rɪˈmɑːkəbli/,/rɪˈmɑːrkəbli/,in a way that is unusual or surprising and causes people to take notice,The car is in remarkably good condition for its age.,remarkably_uk.mp3,remarkably_us.mp3,đáng chú ý
4373,remedy,noun,c1,/ˈremədi/,/ˈremədi/,a way of dealing with or improving an unpleasant or difficult situation,"When the reservoir becomes blocked, the only remedy lies in cleaning the entire system.",remedy_uk.mp3,remedy_us.mp3,biện pháp khắc phục
4374,remember,verb,a1,/rɪˈmembə(r)/,/rɪˈmembər/,"to have or keep an image in your memory of an event, a person, a place, etc. from the past","remember somebody/something, This is Carla. Do you remember her?",remember_uk.mp3,remember_us.mp3,nhớ
4375,remind,verb,b1,/rɪˈmaɪnd/,/rɪˈmaɪnd/,"to help somebody remember something, especially something important that they must do","remind somebody/yourself, I'm sorry, I've forgotten your name. Can you remind me?",remind_uk.mp3,remind_us.mp3,nhắc nhở
4376,reminder,noun,c1,/rɪˈmaɪndə(r)/,/rɪˈmaɪndər/,"something that makes you think about or remember somebody/something, that you have forgotten or would like to forget","reminder of something, The sheer size of the cathedral is a constant reminder of the power of religion.",reminder_uk.mp3,reminder_us.mp3,nhắc nhở
4377,remote,adjective,b1,/rɪˈməʊt/,/rɪˈməʊt/,far away from places where other people live,a remote village/island/location/region,remote_uk.mp3,remote_us.mp3,remote
4378,removal,noun,c1,/rɪˈmuːvl/,/rɪˈmuːvl/,the act of taking somebody/something away from a particular place,Clearance of the site required the removal of a number of trees.,removal_uk.mp3,removal_us.mp3,loại bỏ
4379,remove,verb,a2,/rɪˈmuːv/,/rɪˈmuːv/,to take somebody/something away from a place,"remove somebody/something, Illegally parked vehicles will be removed.",remove_uk.mp3,remove_us.mp3,loại bỏ
4380,render,verb,c1,/ˈrendə(r)/,/ˈrendər/,to cause somebody/something to be in a particular state or condition,to render something harmless/useless/ineffective,render_uk.mp3,render_us.mp3,render
4381,renew,verb,c1,/rɪˈnjuː/,/rɪˈnuː/,to begin something again after it stopped or was interrupted,The army renewed its assault on the capital.,renew_uk.mp3,renew_us.mp3,gia hạn
4382,renowned,adjective,c1,/rɪˈnaʊnd/,/rɪˈnaʊnd/,famous and respected,a renowned author,renowned_uk.mp3,renowned_us.mp3,nổi tiếng
4383,rent,noun,b1,/rent/,/rent/,"an amount of money that you regularly pay so that you can use a house, room, etc.",I earn just about enough to pay the rent.,rent_uk.mp3,rent_us.mp3,tiền thuê
4384,rent,verb,b1,/rent/,/rent/,"to regularly pay money to somebody so that you can use something that they own, such as a house, a room, some land, etc.",Are you looking to buy or rent?,rent_uk.mp3,rent_us.mp3,Rent
4385,rental,noun,c1,/ˈrentl/,/ˈrentl/,the amount of money that you pay to use something for a particular period of time,Telephone charges include line rental.,rental_uk.mp3,rental_us.mp3,tiền thuê
4386,repair,noun,b1,/rɪˈpeə(r)/,/rɪˈper/,an act of repairing something,They agreed to pay the costs of any repairs.,repair_uk.mp3,repair_us.mp3,sửa chữa
4387,repair,verb,a2,/rɪˈpeə(r)/,/rɪˈper/,"to fix something that is broken, damaged or torn",to repair a car/television,repair_uk.mp3,repair_us.mp3,sửa chữa
4388,repeat,noun,b1,/rɪˈpiːt/,/rɪˈpiːt/,an event that is very similar to something that happened before,"repeat of something, She didn't want a repeat performance of what had happened the night before.",repeat_uk.mp3,repeat_us.mp3,lặp lại
4389,repeat,verb,a1,/rɪˈpiːt/,/rɪˈpiːt/,to say or write something again or more than once,"repeat something, to repeat a question/a claim/an assertion/a warning",repeat_uk.mp3,repeat_us.mp3,lặp lại
4390,repeated,adjective,b1,/rɪˈpiːtɪd/,/rɪˈpiːtɪd/,"happening, said or done many times",repeated absences from work,repeated_uk.mp3,repeated_us.mp3,lặp đi lặp lại
4391,replace,verb,a2,/rɪˈpleɪs/,/rɪˈpleɪs/,to be used instead of somebody/something else; to do something instead of somebody/something else,The new design will eventually replace all existing models.,replace_uk.mp3,replace_us.mp3,thay thế
4392,replacement,noun,c1,/rɪˈpleɪsmənt/,/rɪˈpleɪsmənt/,"the act of replacing one thing with another, especially something that is newer or better",the replacement of worn car parts,replacement_uk.mp3,replacement_us.mp3,thay thế
4393,reply,noun,a2,/rɪˈplaɪ/,/rɪˈplaɪ/,"an act of replying to something/somebody in speech, writing or by some action",I asked her what her name was but she made no reply.,reply_uk.mp3,reply_us.mp3,reply
4394,reply,verb,a2,/rɪˈplaɪ/,/rɪˈplaɪ/,to say or write something as an answer to somebody/something,She didn't even bother to reply.,reply_uk.mp3,reply_us.mp3,reply
4395,report,noun,a1,/rɪˈpɔːt/,/rɪˈpɔːrt/,"a written or spoken account of an event, especially one that is published or broadcast",Are these news reports true?,report_uk.mp3,report_us.mp3,báo cáo
4396,report,verb,a2,/rɪˈpɔːt/,/rɪˈpɔːrt/,"to give people information about something that you have heard, seen, done, etc.","report something, The crash happened seconds after the pilot reported engine trouble.",report_uk.mp3,report_us.mp3,báo cáo
4397,reportedly,adverb,c1,/rɪˈpɔːtɪdli/,/rɪˈpɔːrtɪdli/,according to what some people say,The band have reportedly decided to split up.,reportedly_uk.mp3,reportedly_us.mp3,theo báo cáo
4398,reporter,noun,a2,/rɪˈpɔːtə(r)/,/rɪˈpɔːrtər/,"a person who collects and reports news for newspapers, radio or television",He leaked the story to a news reporter.,reporter_uk.mp3,reporter_us.mp3,phóng viên
4399,reporting,noun,b2,/rɪˈpɔːtɪŋ/,/rɪˈpɔːrtɪŋ/,"the presenting of and writing about news on television and radio, and in newspapers",accurate/balanced/objective reporting,reporting_uk.mp3,reporting_us.mp3,báo cáo
4400,represent,verb,b1,/ˌreprɪˈzent/,/ˌreprɪˈzent/,"to be a member of a group of people and act or speak for them at an event, a meeting, etc.",The competition attracted over 500 contestants representing eight different countries.,represent_uk.mp3,represent_us.mp3,đại diện
4401,representation,noun,c1,/ˌreprɪzenˈteɪʃn/,/ˌreprɪzenˈteɪʃn/,the act of presenting somebody/something in a particular way; something that shows or describes something,the negative representation of single mothers in the media,representation_uk.mp3,representation_us.mp3,đại diện
4402,representative,adjective,b2,/ˌreprɪˈzentətɪv/,/ˌreprɪˈzentətɪv/,typical of a particular group of people; that is a typical example of something,Is a questionnaire answered by 500 people truly representative of the population as a whole?,representative_uk.mp3,representative_us.mp3,đại diện
