rank,word,part_of_speech,hanja,explanation,nikl_level,topik_level,meaning_vi
2696.0,잠기다02,동사,,물에 ~,중급,C,물에 ~
2582.0,잠깐,명사,,잠깐 기다리다,초급,A,잠깐 기다리다
2607.0,잠깐,부사,,잠깐 기다리다,초급,A,잠깐 기다리다
2608.0,잠들다,동사,,아기가,중급,B,아기가
6126.0,잠바,명사,,jumper,,C,jumper
6127.0,잠수함02,명사,潛水艦,,,C, 
2144.0,잠시,명사,暫時,잠시 기다리다,초급,B,잠시 기다리다
722.0,잠시,부사,暫時,잠시 기다리다,초급,A,잠시 기다리다
12049.0,잠옷,명사,,을 입다,중급,B,을 입다
4547.0,잠자다,동사,,새근새근 잠자다,초급,A,새근새근 잠자다
4151.0,잠자리01,명사,,~를 바꾸다,,C,~를 바꾸다
19306.0,잠자리02,명사,,곤충; 를 잡다,중급,C,곤충; 를 잡다
202.0,잡다01,동사,,손을,초급,A,손을
9317.0,잡수다,동사,,,,C, 
6878.0,잡수시다,동사,,진지를,초급,A,Hãy nghiêm túc
5266.0,잡아당기다,동사,,문을,중급,C,mở cửa
3885.0,잡아먹다,동사,,소를,중급,C,con bò
1862.0,잡지,명사,雜誌,를 보다,초급,A,nhìn thấy
,잡채,명사,,음식,초급,,đồ ăn
1550.0,잡히다02,동사,,'잡다'의 피동사; 도둑이,중급,B,Động từ thụ động của 'bắt'; tên trộm
,-장44,접사,,운동장,중급,,sân chơi
,장21,의존명사,,한 장,초급,,một tờ
925.0,장22,의존명사,張,종이 한 ~,,A,Một mảnh giấy ~
2664.0,장25,명사,章,,,B,
6296.0,장가01,명사,,~가다; 를 가다,중급,B,~ đi; đi tới
12051.0,장갑01,명사,掌匣,을 끼다,초급,B,mặc
556.0,장관02,명사,長官,에 임명되다,중급,C,được bổ nhiệm vào
1200.0,장군04,명사,將軍,,,B,
5660.0,장기간,명사,長期間,장기간 머물다,중급,C,ở lại lâu
,장기적,관형사,,장기적 목표,중급,,mục tiêu dài hạn
5395.0,장기적,명사,長期的,장기적 목표,중급,C,mục tiêu dài hạn
3772.0,장난,명사,,이 심하다,중급,C,Điều này thật nghiêm trọng
6879.0,장난감,명사,,을 가지고 놀다,초급,B,chơi với
4152.0,장남03,명사,長男,장녀,중급,B,con gái lớn
,장단점,명사,,을 파악하다,중급,,nắm bắt
2722.0,장래,명사,將來,를 준비하다,중급,B,chuẩn bị
6880.0,장례02,명사,葬禮,,,C,
9751.0,장례식,명사,葬禮式,을 치르다,중급,C,lấy
3084.0,장르,명사,,&프genre; 영화 장르,중급,C,&pgenre; thể loại phim
7605.0,장마01,명사,,가 오다,초급,B,đến
,장마철,명사,,이 다가오다,중급,,điều này đang đến
1284.0,장면04,명사,場面,을 목격하다,중급,C,nhân chứng
11360.0,장모01,명사,丈母,장인,중급,C,thợ thủ công
8906.0,장모님,명사,丈母-,,,C,
12818.0,장미05,명사,薔薇,꽃,초급,A,hoa
,장미꽃,명사,,을 받다,중급,,nhận được
2842.0,장비07,명사,裝備,,,C,
2220.0,장사01,명사,,가 잘되다,중급,B,mọi thứ diễn ra tốt đẹp
9319.0,장사꾼,명사,,,,C,
1325.0,장소05,명사,場所,를 정하다,초급,A,quyết định
6128.0,장수01,명사,,사과 ~,,C,táo ~
,장수08,명사,,장수 마을,중급,,làng trường thọ
3370.0,장식05,명사,裝飾,을 달다,중급,C,cân
,장애02,명사,,가 되다,중급,,trở nên
6671.0,장애인,명사,障碍人,장애인 복지,중급,C,Phúc lợi cho người khuyết tật
13715.0,장인02,명사,丈人,장모,중급,C,mẹ chồng
2779.0,장점02,명사,長點,이 많다,중급,B,Có rất nhiều trong số này
5537.0,장차02,부사,將次,,,C,
,장하다01,형용사,,아들이,중급,,con trai tôi
,장학01,명사,,장학 사업,중급,,dự án học bổng
6129.0,장학금,명사,奬學金,을 받다,중급,B,nhận được
3655.0,잦다03,형용사,,왕래가 ~,,C,Đến và đi~
,재-17,접사,,재등록,중급,,đăng ký lại
4100.0,재능,명사,才能,예술적 재능,중급,C,nghệ thuật
6130.0,재다02,동사,,무게를; 저울로 ~,중급,C,cân nặng; Theo quy mô ~
,재떨이,명사,,에 버리다,중급,,vứt đi
750.0,재료01,명사,材料,를 준비하다,초급,B,chuẩn bị
1439.0,재미01,명사,,가 있다,초급,A,có
5538.0,재미없다,형용사,,이야기가,초급,A,câu chuyện
697.0,재미있다,형용사,,이야기가,초급,A,câu chuyện
5804.0,재밌다,형용사,,재미있다,,C,vui vẻ
3833.0,재빨리,부사,,재빨리 도망치다,중급,C,chạy đi thật nhanh
662.0,재산,명사,財産,을 모으다,중급,B,sưu tầm
4641.0,재생01,명사,再生,의 기회,중급,C,cơ hội
9755.0,재수03,명사,財數,가 좋다,중급,C,nó tốt
10218.0,재우다01,동사,,고기를 양념에 ~,,C,Nêm thịt~
,재우다03,동사,,아이를,중급,,đứa trẻ
9757.0,재작년,명사,再昨年,재작년 여름,중급,B,mùa hè năm ngoái
1873.0,재정05,명사,財政,,,C,
5396.0,재주01,명사,,가 많다,중급,C,có rất nhiều
4230.0,재즈,명사,,jazz,,C,nhạc jazz
9758.0,재채기,명사,,가 나오다,초급,B,đi ra
,재킷,명사,,을 입다,중급,,mặc
2030.0,재판06,명사,裁判,이 열리다,중급,C,mở
7606.0,재학02,명사,在學,재학 증명서,중급,C,giấy chứng nhận tham dự
,재학생,명사,,이 늘다,중급,,Điều này làm tăng
8527.0,재활용,명사,再活用,재활용 쓰레기,중급,C,tái chế rác
6672.0,재활용품,명사,再活用品,을 모으다,중급,C,sưu tầm
,잼01,명사,,을 바르다,중급,,áp dụng
6131.0,쟤,줄어든 말,,저 아이,중급,B,Đứa trẻ đó
,저-11,접사,,저학년,중급,,lớp thấp hơn
56.0,저03,대명사,,사람(1인칭); 일인칭 대명사,초급,A,người (ngôi thứ nhất); đại từ nhân xưng ngôi thứ nhất
460.0,저04,관형사,,멀리 있는 대상; 이도 저도,초급,A,vật ở xa; Ở đây và ở đó
7608.0,저04,대명사,,멀리 있는 대상; 이도 저도,초급,A,vật ở xa; Ở đây và ở đó
1833.0,저05,감탄사,,"저, 있잖아요.",초급,B,"Vâng, bạn biết đấy."
4015.0,저거01,대명사,,저것,초급,A,cái đó
4304.0,저것,대명사,,−,초급,A,
3201.0,저고리01,명사,,,,C,
52763.0,저곳,대명사,,장소,초급,A,vị trí
,저금,명사,,을 하다,초급,,LÀM
,저급01,명사,,저급 문화,중급,,văn hóa thấp
1692.0,저기01,대명사,,장소,초급,A,vị trí
7355.0,저기02,감탄사,,"저기, 잠깐만요",중급,C,"Này, đợi một chút."
634.0,저녁,명사,,이 되다,초급,A,trở nên
8910.0,저녁때,명사,,에 만나다,중급,B,gặp nhau ở
6673.0,저러다,동사,,떠들고 저러다,중급,C,Nói về điều này và điều đó
3773.0,저런01,관형사,,그런,초급,B,cái đó
9325.0,저런02,감탄사,,,,B,
,저렇게,줄어든 말,,저러하게,,B,Như thế
3085.0,저렇다,형용사,,−,초급,B,
,저렴하다,형용사,,비용이,중급,,trị giá
6674.0,저리01,부사,,저곳으로; 저리 가라,중급,B,đến nơi đó; Biến đi
,저마다,명사,,저마다 다르다,중급,,Mỗi người đều khác nhau
4153.0,저마다,부사,,저마다 다르다,중급,C,Mỗi người đều khác nhau
,저만큼,명사,,저만큼 느끼다,중급,,저만큼 느끼다
,저만큼,부사,,저만큼 느끼다,중급,,저만큼 느끼다
7897.0,저번02,명사,這番,저번 주,초급,B,저번 주
,저분01,대명사,,이분,초급,,이분
8914.0,저울01,명사,,에 달다,중급,C,에 달다
5661.0,저자05,명사,著者,책의 저자,중급,B,책의 저자
,저장04,명사,,파일 저장,중급,,파일 저장
3326.0,저절로,부사,,저절로 가다,중급,C,저절로 가다
1703.0,저지르다,동사,,실수를,중급,C,실수를
2031.0,저쪽,대명사,,방향,초급,A,방향
4016.0,저축03,명사,貯蓄,저축 예금,중급,B,저축 예금
5540.0,저편,대명사,-便,,,C, 
1245.0,저희01,대명사,,저희 회사,초급,B,저희 회사
,-적18,접사,,일반적,중급,,일반적
363.0,적03,의존명사,,,,B, 
2665.0,적13,명사,敵,을 공격하다,중급,B,을 공격하다
2167.0,적극,명사,積極,적극 검토하다,중급,B,적극 검토하다
,적극적,관형사,,적극적 태도,중급,,적극적 태도
1279.0,적극적,명사,積極的,적극적 태도,중급,B,적극적 태도
1334.0,적다01,동사,,답을 ~; 이름을,초급,A,답을 ~; 이름을
590.0,적다02,형용사,,경험이 ~; 양이,초급,A,경험이 ~; 양이
2583.0,적당하다02,형용사,適當-,가격이,초급,B,가격이
2780.0,적당히,부사,適當-,적당히 마시다,중급,B,적당히 마시다
4730.0,적성05,명사,適性,에 맞다,중급,C,에 맞다
1447.0,적어도,부사,,적어도 일주일,중급,B,적어도 일주일
8918.0,적어지다,동사,,사람이,중급,B,사람이
2877.0,적용,명사,適用,받다,중급,C,받다
2584.0,적용되다,동사,適用-,,,C, 
2454.0,적용하다,동사,適用-,,,B, 
6297.0,적응02,명사,適應,이 빠르다,중급,C,이 빠르다
4232.0,적응하다02,동사,適應-,,,C, 
,적자02,명사,,가 나다,중급,,가 나다
1930.0,적절하다,형용사,適切-,상황이,중급,C,상황이
3835.0,적합하다,형용사,適合-,,,C, 
3600.0,적히다,동사,,숫자가,중급,C,숫자가
712.0,전07,관형사,全,~ 국민; 전 세계,초급,C,~ 국민; 전 세계
534.0,전08,관형사,前,오래 전,초급,A,오래 전
115.0,전08,명사,前,오래 전,초급,A,오래 전
2535.0,전개02,명사,展開,가 이루어지다,중급,C,가 이루어지다
2723.0,전개되다,동사,展開-,,,C, 
3371.0,전개하다02,동사,展開-,,,C, 
3495.0,전공05,명사,專攻,을 결정하다,초급,B,을 결정하다
4936.0,전공하다01,동사,專攻-,,,C, 
9762.0,전구10,명사,電球,,,C, 
709.0,전국03,명사,全國,을 돌다,중급,B,을 돌다
,전국적,관형사,,전국적 규모,중급,,전국적 규모
4154.0,전국적,명사,全國的,전국적 규모,중급,C,전국적 규모
2878.0,전기09,명사,前期,,,C, 
7610.0,전기12,명사,傳記,,,C, 
1834.0,전기15,명사,電氣,가 끊기다,초급,B,가 끊기다
6884.0,전기밥솥,명사,,,,B,
3372.0,전날,명사,前-,시험 전날,중급,B,ngày trước kỳ thi
4459.0,전달03,명사,傳達,물건 전달,중급,C,giao hàng
3712.0,전달되다,동사,傳達-,,,C,
2424.0,전달하다02,동사,傳達-,,,B,
,전라도,고유 명사,全羅道,,,B,
1500.0,전망03,명사,展望,이 좋다,중급,C,điều này tốt
4731.0,전망하다02,동사,展望-,,,C,
1015.0,전문08,명사,專門,전문 분야,중급,B,khu
1379.0,전문가,명사,專門家,를 초빙하다,중급,B,mời
,전문적,관형사,,전문적 지식,중급,,chuyên môn
5805.0,전문적,명사,專門的,전문적 지식,중급,C,chuyên môn
9765.0,전문점,명사,專門店,커피 전문점,중급,C,quán cà phê
7358.0,전문직,명사,專門職,에 종사하다,중급,C,tham gia vào
4155.0,전반03,명사,全般,,,C,
3373.0,전반적,명사,全般的,,,C,
3202.0,전부05,명사,全部,전부 모이다,초급,B,thu thập mọi thứ
3713.0,전부05,부사,全部,전부 모이다,초급,B,thu thập mọi thứ
5662.0,전선10,명사,戰線,,,C,
5399.0,전설04,명사,傳說,이 내려오다,중급,C,đi xuống
7110.0,전세07,명사,傳貰,로 살다,중급,C,sống như
5140.0,전시04,명사,展示,전시 상품,중급,C,sản phẩm triển lãm
10226.0,전시되다,동사,展示-,,,C,
7900.0,전시장,명사,展示場,을 둘러보다,중급,C,nhìn xung quanh
7612.0,전시하다01,동사,展示-,,,C,
4460.0,전시회,명사,展示會,를 관람하다,중급,C,đồng hồ
3774.0,전용04,명사,專用,외국인 전용,중급,C,Chỉ dành cho người nước ngoài
,전원03,명사,,전원 출석,중급,,Mọi người có mặt
,전원07,명사,,을 끄다,중급,,tắt
2293.0,전자06,명사,電子,전자 제품,중급,B,thiết bị điện tử
,전자레인지,명사,,에 데우다,중급,,để sưởi ấm
,전자사전,명사,,을 찾다,중급,,tìm kiếm
533.0,전쟁,명사,戰爭,한국 전쟁,중급,B,Chiến tranh Triều Tiên
,전제08,명사,,전제 조건,중급,,điều kiện tiên quyết
,전주,고유 명사,全州,,,C,
4643.0,전철04,명사,電鐵,을 타다,초급,B,lái
329.0,전체01,명사,全體,전체 국민,초급,B,cả nước
,전체적,관형사,,전체적 분위기,중급,,bầu không khí tổng thể
2393.0,전체적,명사,全體的,전체적 분위기,중급,B,bầu không khí tổng thể
,전통05,명사,,을 잇다,중급,,kết nối
881.0,전통06,명사,傳統,,,B,
9767.0,전통문화,명사,傳統文化,,,C,
,전통적,관형사,,전통적 방식,중급,,cách truyền thống
2455.0,전통적,명사,傳統的,전통적 방식,중급,B,cách truyền thống
797.0,전하다,동사,傳-,편지를,초급,B,một lá thư
2294.0,전해지다,동사,傳-,,,B,
496.0,전혀01,부사,全-,전혀 모르다,초급,B,không có ý tưởng
375.0,전화07,명사,電話,를 걸다,초급,A,cá cược
7360.0,전화기,명사,電話機,가 울리다,초급,B,nhẫn
3836.0,전화번호,명사,電話番號,를 묻다,초급,A,hỏi
4461.0,전화하다02,동사,電話-,,,A, 
2295.0,전환03,명사,轉換,,,C, 
4462.0,전환하다02,동사,轉換-,,,C, 
4938.0,전후01,명사,前後,전후 사정,중급,C,전후 사정
2510.0,절01,명사,,사찰; 에 다니다,중급,B,사찰; 에 다니다
3327.0,절02,명사,,~을 하다; 을 올리다,중급,B,~을 하다; 을 올리다
5401.0,절08,명사,節,1장 1절,중급,C,1장 1절
4233.0,절대05,명사,絶對,절대 안정,중급,C,절대 안정
3434.0,절대05,부사,絶對,절대 안정,중급,B,절대 안정
2477.0,절대로,부사,絶對-,절대로 아니다,중급,B,절대로 아니다
,절대적,관형사,,절대적 신뢰,중급,,절대적 신뢰
3248.0,절대적,명사,絶對的,절대적 신뢰,중급,C,절대적 신뢰
3656.0,절망02,명사,絶望,에 빠지다,중급,C,에 빠지다
2394.0,절반,명사,折半,절반 이상,중급,B,절반 이상
7904.0,절약,명사,節約,시간 절약,중급,C,시간 절약
6676.0,절약하다,동사,節約-,,,B, 
1430.0,절차02,명사,節次,수속 절차,중급,C,수속 절차
528.0,젊다,형용사,,나이가,초급,B,나이가
1255.0,젊은이,명사,,젊은이의 꿈,중급,B,젊은이의 꿈
5808.0,젊음,명사,,을 유지하다,중급,C,을 유지하다
,-점11,접사,,백화점,중급,,백화점
109.0,점10,명사,點,을 찍다,중급,B,을 찍다
1577.0,점10,의존명사,點,을 찍다,중급,B,을 찍다
5273.0,점검,명사,點檢,을 받다,중급,C,을 받다
3602.0,점수06,명사,點數,가 높다,초급,B,가 높다
2256.0,점심,명사,點心,에 만나다,초급,A,에 만나다
9328.0,점심때,명사,點心-,가 되다,초급,B,가 되다
6132.0,점심시간,명사,點心時間,이 되다,초급,A,이 되다
8536.0,점원01,명사,店員,으로 일하다,중급,B,으로 일하다
5809.0,점잖다,형용사,,말투가,중급,C,말투가
1143.0,점점01,부사,漸漸,점점 추워지다,초급,B,점점 추워지다
,점차02,명사,,점차 좋아지다,중급,,점차 좋아지다
1285.0,점차02,부사,漸次,점차 좋아지다,중급,B,점차 좋아지다
,점퍼,명사,,를 입다,중급,,를 입다
1785.0,접근,명사,接近,을 막다,중급,C,을 막다
2395.0,접근하다,동사,接近-,,,C, 
3657.0,접다01,동사,,종이를,초급,C,종이를
,접속,명사,,을 끊다,중급,,을 끊다
,접수03,명사,,원서 접수,중급,,원서 접수
4234.0,접시,명사,,에 담다,초급,B,에 담다
,접어들다,동사,,겨울에,중급,,겨울에
2536.0,접촉,명사,接觸,을 피하다,중급,C,을 피하다
3086.0,접하다01,동사,接-,소식을,중급,C,소식을
4550.0,젓가락,명사,,을 쓰다,초급,A,을 쓰다
2559.0,젓다01,동사,,커피를,중급,B,커피를
2269.0,정20,명사,情,이 들다,중급,B,이 들다
9769.0,정거장,명사,停車場,버스 정거장,초급,B,버스 정거장
3497.0,정기07,명사,定期,정기 휴일,중급,C,정기 휴일
,정기적,관형사,,정기적 모임,중급,,정기적 모임
7616.0,정기적,명사,定期的,정기적 모임,중급,C,정기적 모임
7906.0,정답,명사,正答,을 고르다,중급,B,을 고르다
1422.0,정당07,명사,政黨,에 가입하다,중급,C,에 가입하다
86.0,정도11,명사,程度,어느 정도,초급,B,어느 정도
5966.0,정류장,명사,停留場,버스 정류장,초급,A,버스 정류장
2323.0,정리09,명사,整理,책상 정리,초급,B,책상 정리
6302.0,정리되다,동사,整理-,,,C, 
1212.0,정리하다,동사,整理-,,,B, 
5275.0,정말01,감탄사,正-,,,B, 
3129.0,정말01,명사,正-,정말 좋다,초급,B,정말 좋다
349.0,정말01,부사,正-,정말 좋다,초급,A,정말 좋다
2425.0,정말로,부사,正-,정말로 믿다,중급,B,정말로 믿다
2906.0,정면01,명사,正面,을 향하다,중급,C,을 향하다
4305.0,정문03,명사,正門,으로 다니다,초급,B,으로 다니다
6677.0,정반대,명사,正反對,가 되다,중급,C,가 되다
435.0,정보06,명사,情報,를 수집하다,중급,B,를 수집하다
3886.0,정보화,명사,情報化,정보화 사회,중급,C,정보화 사회
136.0,정부08,명사,政府,한국 정부,중급,C,한국 정부
3328.0,정비05,명사,整備,,,C, 
4939.0,정상02,명사,正常,정상 수업,중급,C,정상 수업
1931.0,정상11,명사,頂上,,,B, 
,정상적,관형사,,정상적 생활,중급,,정상적 생활
4940.0,정상적,명사,正常的,정상적 생활,중급,C,정상적 생활
3087.0,정성11,명사,精誠,을 다하다,중급,C,을 다하다
,정수기,명사,,를 설치하다,중급,,를 설치하다
2609.0,정식01,명사,正式,정식 회원,중급,B,정식 회원
319.0,정신12,명사,精神,절약 정신,중급,B,절약 정신
5547.0,정신과,명사,精神科,,,C, 
,정신없다,형용사,,게임에,중급,,게임에
5968.0,정신없이,부사,精神-,정신없이 일하다,초급,C,정신없이 일하다
,정신적,관형사,,정신적 여유,중급,,정신적 여유
2270.0,정신적,명사,精神的,정신적 여유,중급,B,정신적 여유
7907.0,정오01,명사,正午,정오 뉴스,중급,C,정오 뉴스
,정원03,명사,,정원 미달,중급,,정원 미달
5276.0,정원06,명사,庭園,을 가꾸다,초급,B,을 가꾸다
,정육점,명사,,에서 고기를 사다,중급,,에서 고기를 사다
,정의05,명사,,를 내리다,중급,,를 내리다
,정작01,명사,,정작 할 말은 못하다,중급,,정작 할 말은 못하다
,정작01,부사,,정작 할 말은 못하다,중급,,정작 할 말은 못하다
8205.0,정장04,명사,正裝,을 입다,중급,C,을 입다
5666.0,정지06,명사,停止,운행 정지,중급,C,운행 정지
,정직01,명사,,을 추구하다,중급,,을 추구하다
5969.0,정직하다01,형용사,正直-,,,C, 
,정착,명사,,정착 생활,중급,,정착 생활
,정책02,명사,,정책 수립,중급,,정책 수립
234.0,정치03,명사,政治,정치 활동,중급,B,정치 활동
2560.0,정치권,명사,政治權,,,C, 
2843.0,정치인,명사,政治人,이 되다,중급,C,이 되다
,정치적,관형사,,정치적 대립,중급,,정치적 대립
2844.0,정치적,명사,政治的,정치적 대립,중급,B,정치적 대립
4463.0,정치학,명사,政治學,,,C, 
803.0,정하다03,동사,定-,약속을,초급,B,hứa
2939.0,정해지다,동사,定-,,,B,
,정형외과,명사,,에서 치료하다,초급,,đối xử với
,정확01,명사,,발음이,초급,,cách phát âm
1016.0,정확하다01,형용사,正確-,,,B,
2257.0,정확히01,부사,正確-,정확히 계산하다,중급,B,tính toán chính xác
5403.0,젖,명사,,을 먹이다,중급,C,cho ăn
1466.0,젖다01,동사,,옷이,초급,B,quần áo
,-제21,접사,,추모제,중급,,lễ tưởng niệm
,-제24,접사,,영양제,중급,,bổ sung dinh dưỡng
,제-22,접사,,제삼,중급,,thứ ba
,제01,대명사,,사람(1인칭),초급,,người (ngôi thứ nhất)
,제26,줄어든 말,,제 생각,중급,,suy nghĩ của tôi
,제거03,명사,,냄새 제거,중급,,loại bỏ mùi hôi
2809.0,제거하다,동사,除去-,,,C,
4236.0,제공04,명사,提供,자료 제공,중급,C,Dữ liệu được cung cấp
1440.0,제공하다02,동사,提供-,,,B,
36191.0,제과점,명사,製菓店,에서 빵을 사다,중급,C,mua bánh mì từ
619.0,제대로,부사,,제대로 갖추다,중급,B,được trang bị đúng cách
7909.0,제대하다,동사,除隊-,,,C,
,제도01,명사,,결혼 제도,중급,,tổ chức hôn nhân
5549.0,제도적,명사,制度的,,,C,
,제때,명사,,제때를 놓치다,중급,,bỏ lỡ thời điểm thích hợp
1524.0,제목02,명사,題目,을 짓다,초급,B,xây dựng
3547.0,제발01,부사,,제발 부탁이야,중급,B,làm ơn làm ơn
3162.0,제법01,부사,,제법 잘하다,중급,B,khá tốt
4017.0,제비02,명사,,동물,,C,động vật
1932.0,제사07,명사,祭祀,를 지내다,중급,C,dành thời gian
8539.0,제삿날,명사,祭祀-,,,C,
4833.0,제시02,명사,提示,의견 제시,중급,C,đưa ra ý kiến ​​của bạn
,제시간,명사,,에 맞추다,중급,,điều chỉnh để
3659.0,제시되다,동사,提示-,,,C,
932.0,제시하다01,동사,提示-,,,C,
4018.0,제안02,명사,提案,을 받다,중급,C,nhận được
4019.0,제안하다02,동사,提案-,,,C,
3088.0,제약01,명사,制約,이 많다,중급,C,Có rất nhiều trong số này
,제외02,명사,,제외 대상,중급,,Loại trừ
4834.0,제외되다,동사,除外-,,,C,
1467.0,제외하다,동사,除外-,,,C,
3498.0,제의04,명사,提議,,,C,
5667.0,제의하다,동사,提議-,,,C,
733.0,제일04,명사,第一,제일 좋아하다,초급,A,yêu thích
,제일04,부사,,제일 좋아하다,초급,,yêu thích
2032.0,제자01,명사,弟子,스승과 제자,중급,C,thầy và trò
4160.0,제자리,명사,,에 꽂다,중급,C,cắm vào
2221.0,제작02,명사,製作,음반 제작,중급,C,sản xuất kỷ lục
3249.0,제작하다02,동사,製作-,,,C,
,제주도,고유 명사,濟州島,,,A,
,제주도01,명사,,지명,초급,,đề cử
7366.0,제출02,명사,提出,보고서 제출,중급,C,Gửi báo cáo
2976.0,제출하다02,동사,提出-,,,B,
516.0,제품02,명사,製品,가죽 제품,중급,B,da thú
2222.0,제한01,명사,制限,나이 제한,중급,B,giới hạn độ tuổi
3603.0,제한되다,동사,制限-,,,C,
3436.0,제한하다,동사,制限-,,,C,
,조05,관형사,,오조 이천억,중급,,5 nghìn tỷ won
,조05,수사,,오조 이천억,중급,,5 nghìn tỷ won
1726.0,조13,의존명사,條,,,C,
6680.0,조15,명사,組,,,C,
6303.0,조15,의존명사,組,,,C,
3049.0,조각01,명사,,얼음 ~; 이 나다,중급,C,băng ~; Đây là tôi
2907.0,조각05,명사,彫刻,,,B,
5812.0,조개01,명사,,동물,,C,động vật
468.0,조건02,명사,條件,성공 조건,중급,B,điều kiện thành công
5142.0,조그마하다,형용사,,,,C,
2324.0,조그맣다,형용사,,얼굴이,중급,B,khuôn mặt
663.0,조금01,명사,,조금 먹다,초급,A,nếm
738.0,조금01,부사,,조금 먹다,초급,A,nếm
1735.0,조금씩,부사,,조금씩 가다,초급,B,đi từng chút một
5277.0,조기05,명사,早期,이른 시기,중급,C,sớm
7116.0,조깅,명사,,jogging; 을 하다,중급,C,chạy bộ; LÀM
,조끼01,명사,,를 입다,중급,,mặc
5406.0,조르다02,동사,,사 달라고 조르다; 요구하다,중급,C,cầu xin mua cái gì đó; lời yêu cầu
,조리09,명사,,조리 시간,중급,,thời gian nấu ăn
,조림01,명사,,생선 조림,중급,,cá hầm
5668.0,조명06,명사,照明,실내 조명,중급,C,chiếu sáng trong nhà
1736.0,조미료,명사,調味料,를 넣다,중급,C,đưa vào
336.0,조사30,명사,調査,조사 결과,중급,B,Những phát hiện
885.0,조사하다12,동사,調査-,,,B,
1583.0,조상07,명사,祖上,을 모시다,중급,B,phục vụ
,조선05,고유 명사,朝鮮,,,C,
,조심02,명사,,운전 조심,초급,,lái xe cẩn thận
2977.0,조심스럽다,형용사,操心-,말이,중급,B,từ
2666.0,조심하다02,동사,操心-,,,B,
,조언01,명사,,을 구하다,중급,,cứu
2610.0,조용하다01,형용사,,집이,초급,A,Ngôi nhà
2047.0,조용히,부사,,조용히 말하다,초급,B,nói nhỏ
,조작02,명사,,음성 조작,중급,,thao tác giọng nói
5551.0,조절02,명사,調節,컨디션 조절,중급,C,điều hòa
3837.0,조절하다02,동사,調節-,,,C,
3838.0,조정09,명사,調整,시간 조정,중급,C,điều chỉnh thời gian
5971.0,조정하다06,동사,調整-,,,C,
683.0,조직,명사,組織,,,C,
4835.0,조카,명사,,가족,초급,B,gia đình
,조화07,명사,,를 이루다,중급,,đạt được
5669.0,조화되다,동사,調和-,,,C,
,존경,명사,,을 받다,중급,,nhận được
5278.0,존경하다,동사,尊敬-,,,C,
9778.0,존댓말,명사,尊待-,,,B,
510.0,존재,명사,存在,를 인정하다,중급,C,thừa nhận
798.0,존재하다,동사,存在-,,,C,
,존중,명사,,을 받다,중급,,nhận được
3437.0,존중하다,동사,尊重-,,,C,
7913.0,졸다01,동사,,깜빡 졸다,초급,B,ngủ gật
10242.0,졸리다01,동사,,자고 싶다; 졸려서 자다,중급,C,muốn ngủ; buồn ngủ
,졸리다01,형용사,,졸려서 자다,중급,,buồn ngủ
2845.0,졸업,명사,卒業,입학,초급,A,vào trường
6307.0,졸업생,명사,卒業生,을 배출하다,중급,B,phóng điện
,졸업식,명사,,을 치르다,중급,,lấy
2145.0,졸업하다,동사,卒業-,,,A,
10243.0,졸음01,명사,,이 쏟아지다,중급,C,đổ ra
90.0,좀02,부사,,조금; 좀 비싸다,초급,A,nhỏ bé; Nó hơi đắt
,좀처럼,부사,,좀처럼 안 되다,중급,,hầu như không bao giờ hoạt động
1754.0,좁다01,형용사,,방이,초급,B,căn phòng
8210.0,좁히다01,동사,,길을,중급,C,con đường
1810.0,종09,명사,種,,,B,
5279.0,종13,명사,鐘,,,C,
921.0,종교,명사,宗敎,를 믿다,중급,B,tin vào
,종교적,관형사,,종교적 신념,중급,,niềm tin tôn giáo
7619.0,종교적,명사,宗敎的,종교적 신념,중급,C,niềm tin tôn giáo
,종로,고유 명사,鍾路,,,B,
,종류,명사,,가 다양하다,초급,,Có nhiều loại
973.0,종류02,명사,種類,,,B,
5281.0,종소리,명사,鐘-,,,C,
,종아리,명사,,가 굵다,중급,,dày
2512.0,종업원,명사,從業員,직업,초급,B,công việc
1423.0,종이01,명사,,에 쓰다,초급,A,viết lên
10245.0,종이컵,명사,,-cup; 을 쓰다,중급,B,-tách; viết
3499.0,종일01,명사,終日,종일 흐리다,중급,B,nhiều mây cả ngày
,종일01,부사,,종일 흐리다,중급,,nhiều mây cả ngày
3887.0,종종04,부사,種種,~ 놀러 오세요; 종종 들르다,중급,C,~ Hãy đến chơi; ghé qua thường xuyên
1266.0,종합,명사,綜合,종합 검사,중급,B,kiểm tra toàn diện
5052.0,종합하다,동사,綜合-,,,C,
45.0,좋다01,형용사,,날씨가,초급,A,thời tiết
8212.0,좋아,감탄사,,,,C,
3500.0,좋아지다,동사,,,,B,
438.0,좋아하다,동사,,꽃을,초급,A,hoa
4464.0,좌석,명사,座席,에 앉다,중급,B,ngồi lên
2748.0,좌우01,명사,左右,좌우 날개,중급,C,cánh trái và cánh phải
,좌측,명사,,에 배치되다,중급,,Đăng trong
,좌회전,명사,,을 하다,중급,,LÀM
1799.0,죄03,명사,罪,를 짓다,중급,C,xây dựng
2724.0,죄송하다,형용사,罪悚-,마음이,초급,A,trái tim
3948.0,죄인,명사,罪人,,,C,
2749.0,주03,관형사,主,~ 고객,,C,~Khách hàng
2183.0,주26,명사,週,이번 주,초급,A,tuần này
2585.0,주26,의존명사,週,이번 주,초급,A,tuần này
