"expression","reading","meaning","tags","guid","meaning_vi"
"フィルム","フィルム","film (roll of)","JLPT JLPT_5 JLPT_N5","w#JO*~D@<H","phim (cuộn)"
"封筒","ふうとう","envelope","Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5","JaXU6BSc-h","phong bì"
"プール","プール","swimming pool","Genki Genki_Ln.15 JLPT JLPT_5 JLPT_N5","J.!iKtAY)1","bể bơi"
"フォーク","フォーク","fork","JLPT JLPT_5 JLPT_N5","Q#>HBX67;#","cái nĩa"
"吹く","ふく","to blow (wind, etc.)","Genki Genki_Ln.22 JLPT JLPT_3 JLPT_5 JLPT_N5","mo@qiT7%d3","thổi (gió,...)"
"服","ふく","clothes","Genki Genki_Ln.12 JLPT JLPT_3 JLPT_5 JLPT_N5","G;N&<jI3Ep","quần áo"
"二つ","ふたつ","two things","Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5","A@M*oG}Fjm","hai điều"
"豚肉","ぶたにく","pork","JLPT JLPT_5 JLPT_N5","N1fM*9;kPY","thịt lợn"
"二人","ふたり","two people","Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5","yRF#3ntAGH","hai người"
"二日","ふつか","two days; second day of the month","Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5","dRYcz7jSL;","hai ngày; ngày thứ hai của tháng"
"太い","ふとい","fat, thick","JLPT JLPT_5 JLPT_N5","LD`2@7dG9a","béo, dày"
"冬","ふゆ","winter","Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5","reZ;<Y^{LL","mùa đông"
"降る","ふる","to precipitate, to fall (e.g., rain, snow, etc.)","Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5","q(<}4NV?U@","kết tủa, rơi (ví dụ: mưa, tuyết, v.v.)"
"古い","ふるい","old (in reference to objects, not people), aged, ancient","Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5","gH<g@fkLje","già (liên quan đến đồ vật, không phải con người), già, cổ xưa"
"～分","～ふん","~ minutes","JLPT JLPT_5 JLPT_N5","chUnU+#xr]","~ phút"
"文章","ぶんしょう","sentence, text","JLPT JLPT_5 JLPT_N5","F&}@z14/*V","câu, văn bản"
"ページ","ページ","a page","Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5","jR*]a[JBx$","một trang"
"下手","へた","unskillful, poor","JLPT JLPT_5 JLPT_N5","zx]n<UpO/Q","không khéo léo, nghèo nàn"
"ベッド","ベッド","bed","JLPT JLPT_5 JLPT_N5","mm(#F~5?W7","giường"
"ペット","ペット","pet","Genki Genki_Ln.15 JLPT JLPT_3 JLPT_5 JLPT_N5","Gm:f8t8t/V","thú cưng"
"部屋","へや","a room","Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5","cB,rGZ.;c.","một căn phòng"
"辺","へん","area, vicinity","JLPT JLPT_5 JLPT_N5","v^uJ@o,r7C","vùng lân cận"
"ペン","ペン","pen","Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5","PpbmxKp]%S","cái bút"
"勉強","べんきょう (する)","study","JLPT JLPT_3 JLPT_5 JLPT_N5","P|N-mC4itp","học"
"便利","べんり","convenient, handy","JLPT JLPT_5 JLPT_N5","NSM1sxi#q3","thuận tiện, tiện dụng"
"帽子","ぼうし","hat; cap","Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5","whud$h6Xsa","mũ; mũ lưỡi trai"
"ボールペン","ボールペン","ball-point pen","JLPT JLPT_5 JLPT_N5","A1a57pRAi*","bút bi"
"外","ほか","other, the rest","JLPT JLPT_3 JLPT_5 JLPT_N5","q-Rsw+YG/*","cái khác, phần còn lại"
"ポケット","ポケット","pocket","JLPT JLPT_5 JLPT_N5","PrdL>hhb^[","túi"
"欲しい","ほしい","to want, in need of","JLPT JLPT_5 JLPT_N5","IB/)D,[pe$","muốn, cần"
"ポスト","ポスト","mailbox; post, position","JLPT JLPT_5 JLPT_N5","CSDW$^FNBN","hộp thư; chức vụ, vị trí"
"細い","ほそい","thin, slender, fine","JLPT JLPT_5 JLPT_N5","zm=f9J*i)W","mỏng, mảnh mai, tốt"
"ボタン","ボタン","button","JLPT JLPT_5 JLPT_N5","o=Cnvf:%>b","cái nút"
"ホテル","ホテル","hotel","Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5","n#S=W;:k;`","khách sạn"
"本","ほん","book","Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5","PgM`&0<&bX","sách"
"～本","～ほん","counter for long cylindrical things","JLPT JLPT_2 JLPT_5 JLPT_N5","Aln2n5Y6m$","quầy cho những thứ hình trụ dài"
"本棚","ほんだな","bookshelf","JLPT JLPT_5 JLPT_N5","LlS7xyP)^9","giá sách"
"本当","ほんとう","real, true","JLPT JLPT_3 JLPT_5 JLPT_N5","mp{CGAM3}E","thực, đúng"
"～枚","～まい","counter for flat things","JLPT JLPT_5 JLPT_N5","eZ7Lx)q}m","quầy cho những thứ phẳng"
"毎朝","まいあさ","every morning","Genki Genki_Ln.19 JLPT JLPT_5 JLPT_N5","FY8YY]~jH+","mỗi buổi sáng"
"毎月","まいげつ; まいつき","every month, monthly","JLPT JLPT_5 JLPT_N5","x6m6aNH)Wj","hàng tháng, hàng tháng"
"毎週","まいしゅう","every week","Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5","Lp7~a9~`1G","mỗi tuần"
"毎日","まいにち","every day","Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5","b}uYG),?~1","mỗi ngày"
"毎年","まいねん; まいとし","every year, yearly, annually","JLPT JLPT_5 JLPT_N5","cLTCt({=p{","hàng năm, hàng năm, hàng năm"
"毎晩","まいばん","every night","Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5","s&rZqJP=be","mỗi đêm"
"前","まえ","before, in front","Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5","AcNx(A=]3O","trước, ở phía trước"
"～前","～まえ","in front of ~","JLPT JLPT_5 JLPT_N5","Jh#_2I1KK<","trước mặt ~"
"曲る","まがる","to turn, to bend","JLPT JLPT_3 JLPT_5 JLPT_N5","fZb*Dqk8+n","xoay, uốn cong"
"まずい","まずい","terrible (in reference to food), unappetizing, unpleasant (taste)","Genki Genki_Ln.23 JLPT JLPT_5 JLPT_N5","y=A8n$:VZF","khủng khiếp (liên quan đến thực phẩm), không ngon miệng, khó chịu (hương vị)"
"また","また","and; furthermore","Genki Genki_Ln.20 Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_3 JLPT_5 JLPT_N5","H#sUyG^B<2","Và; hơn nữa"
"まだ","まだ","yet, still, besides","Genki Genki_Ln.19 JLPT JLPT_3 JLPT_5 JLPT_N5","xr/3DB/ghC","tuy nhiên, vẫn còn, bên cạnh đó"
"町","まち","town; city","Genki Genki_Ln.4 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5","xztbV5AMZZ","thị trấn; thành phố"
"待つ","まつ","to wait","JLPT JLPT_3 JLPT_5 JLPT_N5","N6<)T3m*1$","chờ đợi"
"まっすぐ","まっすぐ","straight (ahead), direct","JLPT JLPT_3 JLPT_5 JLPT_N5","o(%GCd@4cN","thẳng (phía trước), trực tiếp"
"マッチ","マッチ","match","JLPT JLPT_5 JLPT_N5","r{cxPi6M{l","cuộc thi đấu"
"窓","まど","window","Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5","dZZ^@1iCkq","cửa sổ"
"丸い; 円い","まるい","round, circular","JLPT JLPT_3 JLPT_5 JLPT_N5","kXV&n*v-w~","tròn, hình tròn"
"万","まん","ten thousand","JLPT JLPT_5 JLPT_N5","k%8Ts^<^Df","mười nghìn"
"万年筆","まんねんひつ","fountain pen","JLPT JLPT_5 JLPT_N5","pjtI#>[G;I","bút máy"
"磨く","みがく","to brush (teeth); to polish","Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5","f*XbBCL&y-","đánh răng (răng); đánh bóng"
"右","みぎ","right hand side","JLPT JLPT_5 JLPT_N5","Dx]?1r0B)6","bên tay phải"
"短い","みじかい","short (length)","Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_5 JLPT_N5","CoDv|eMw1>","ngắn (dài)"
"水","みず","water","Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5","Psad>Q=[fe","Nước"
"店","みせ","store, shop","Genki Genki_Ln.13 Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5","w{yPQLxrpZ","cửa hàng, cửa hàng"
"見せる","みせる","to show, to display","Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5","u/XQDC4A&:","để hiển thị, để hiển thị"
"道","みち","road, street; way, directions","Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5","g*1iadY2;L","đường, phố; đường đi, hướng dẫn"
"三日","みっか","three days, third day of the month","Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5","BQ,4DuKr8>","ba ngày, ngày thứ ba của tháng"
"三つ","みっつ","three things","Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5","E%f95v%koQ","ba điều"
"緑","みどり","green","JLPT JLPT_5 JLPT_N5","d@$Uu~dQl-","màu xanh lá"
"皆さん","みなさん","all of you, everyone","Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5","xUxg44IBk/","tất cả các bạn, mọi người"
"南","みなみ","South","Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5","tmB.Hd2Sk_","Phía nam"
"耳","みみ","ear","Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_5 JLPT_N5","c2VG#0omOo","tai"
"見る","みる","to see, to look","JLPT JLPT_3 JLPT_5 JLPT_N5","LJ*9Zy3g--","để xem, để nhìn"
"みんな","みんな","all, everyone, everybody","Genki Genki_Ln.9 JLPT JLPT_3 JLPT_5 JLPT_N5","NO(9_g@4E)","tất cả, mọi người, mọi người"
"六日","むいか","six days; sixth day of month","Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5","cT@R(=%:PY","sáu ngày; ngày thứ sáu của tháng"
"向こう","むこう","beyond, over there","JLPT JLPT_5 JLPT_N5","mQG@k1[%|C","đằng kia, đằng kia"
"難しい","むずかしい","difficult","Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5","cp|.gBg]*Y","khó"
"六つ","むっつ","six things","Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5",",[k`qyR3)","sáu điều"
"村","むら","village","Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5","INP.Ccu#He","làng bản"
"目","め","eye(s)","Genki Genki_Ln.7 JLPT JLPT_3 JLPT_5 JLPT_N5","dhfW}%pIM+","mắt)"
"メートル","メートル","meter","JLPT JLPT_5 JLPT_N5","BPMIO$2k{i","mét"
"眼鏡","めがね","eye glasses","Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5","OGc^3PJcd3","kính mắt"
"もう","もう","already; again; more","Genki Genki_Ln.9 JLPT JLPT_2 JLPT_5 JLPT_N5","C9[8>(KXKL","đã; lại; hơn"
"木曜日","もくようび","Thursday","Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5","k#-z20ZxXI","Thứ năm"
"もしもし","もしもし","Hello? (used on the phone)","Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5","nnhl#WnLYa","Xin chào? (dùng trên điện thoại)"
"持つ","もつ","to hold, to carry; to possess","JLPT JLPT_5 JLPT_N5","A&O@O/^cS;","cầm, mang; sở hữu"
"もっと","もっと","more","Genki Genki_Ln.11 JLPT JLPT_3 JLPT_5 JLPT_N5","OqdI=b3^K`","hơn"
"物","もの","thing (concrete object)","Genki Genki_Ln.12 JLPT JLPT_3 JLPT_5 JLPT_N5","z6=4|ALO,V","vật (vật cụ thể)"
"門","もん","gate","JLPT JLPT_5 JLPT_N5","H&[yCKRvgq","cổng"
"問題","もんだい","a problem","Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_5 JLPT_N5","Eh6&Bnk+Z%","một vấn đề"
"～屋","～や","~ shop","JLPT_N5","ht#2@^87+]","~ cửa hàng"
"八百屋","やおや","greengrocer","JLPT JLPT_5 JLPT_N5","C[.TX0anRy","người bán rau"
"野菜","やさい","vegetable","Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5","qVg2VfFKQ;","rau quả"
"易しい","やさしい","easy, plain, simple","JLPT JLPT_5 JLPT_N5","O&W|&R47Dm","dễ dàng, rõ ràng, đơn giản"
"安い","やすい","inexpensive; cheap (things)","Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5","ie=X%ZqpqO","không tốn kém; (đồ vật) rẻ tiền"
"休み","やすみ","holiday; day off; absence","Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5","J*/c5_R!J=","ngày lễ; ngày nghỉ; sự vắng mặt"
"休む","やすむ","to rest, to have a break, to get time off","JLPT JLPT_5 JLPT_N5","i~a&f>8]D[","nghỉ ngơi, nghỉ ngơi, có thời gian nghỉ ngơi"
"八つ","やっつ","eight things","Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5","F=`<QfuMn*","tám điều"
"山","やま","mountain","Genki Genki_Ln.11 JLPT JLPT_5 JLPT_N5","FM#``XMUDZ","núi"
"やる","やる","to do; to give (to pets, parents, siblings, etc.)","Genki Genki_Ln.21 JLPT JLPT_4 JLPT_5 JLPT_N5","ee,Y5GOGX?","làm ; tặng (cho vật nuôi, cha mẹ, anh chị em, v.v.)"
"夕方","ゆうがた","late afternoon (typically just before dinner time), evening","Genki Genki_Ln.18 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5","wr(&N+9Gfn","chiều muộn (thường ngay trước giờ ăn tối), buổi tối"
"夕飯","ゆうはん","dinner, supper, evening meal","JLPT JLPT_4 JLPT_5 JLPT_N5","x@-+;z#Bdx","bữa tối, bữa tối, bữa tối"
"郵便局","ゆうびんきょく","post office","Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5","E9^vm]j#7*","bưu điện"
"昨夜","ゆうべ","last night","JLPT JLPT_3 JLPT_5 JLPT_N5","h5wsUbx`&$","tối hôm qua"
"有名","ゆうめい","famous","JLPT JLPT_5 JLPT_N5","cV2lu-%dm7","nổi tiếng"
"雪","ゆき","snow","Genki Genki_Ln.12 JLPT JLPT_3 JLPT_5 JLPT_N5","jr0utv~KvB","tuyết"
"ゆっくりと","ゆっくりと","slowly, at ease","JLPT JLPT_5 JLPT_N5","w_ef65R9#}","từ từ, thoải mái"
"八日","ようか","eight days; eighth day of the month","Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5","Fd}WQ7nZj^","tám ngày; ngày thứ tám của tháng"
"洋服","ようふく","Western-style clothes","JLPT JLPT_5 JLPT_N5","uv*)pIfBA|","Quần áo kiểu phương Tây"
"よく","よく","frequently, often (much); well, skillfully","Genki Genki_Ln.14 Genki_Ln.3 JLPT JLPT_5 JLPT_N5","Fz[l>+!/Hl","thường xuyên, thường xuyên (nhiều); ừ thì khéo léo"
"横","よこ","beside; side; width","Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_5 JLPT_N5","C?K**~xaVS","bên cạnh; bên; chiều rộng"
"四日","よっか","four days; fourth day of the month","Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5","s(2D4IDk2]","bốn ngày; ngày thứ tư của tháng"
"四つ","よっつ","four things","Genki Genki_Ln.9 JLPT JLPT_2 JLPT_5 JLPT_N5","BL9b_E4!L$","bốn điều"
"呼ぶ","よぶ","to call (one's name); to invite","Genki Genki_Ln.19 JLPT JLPT_3 JLPT_5 JLPT_N5","zV4mur-%tO","gọi (tên của một người); mời"
"読む","よむ","to read","JLPT JLPT_5 JLPT_N5","G8F?CvYLz|","đọc"
"夜","よる","evening, night","Genki Genki_Ln.6 JLPT JLPT_3 JLPT_5 JLPT_N5","lj*phUSR[b","buổi tối, đêm"
"弱い","よわい","weak","JLPT JLPT_5 JLPT_N5","x)3Ur1<az7","yếu đuối"
"来月","らいげつ","next month","Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5","O/Q*jP:8c|","tháng tới"
"来週","らいしゅう","next week","Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5","h}c~#8X!n;","tuần tới"
"来年","らいねん","next year","Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5","mvNiHK,T4b","năm tới"
"ラジオ","ラジオ","radio","Genki Genki_Ln.14 JLPT JLPT_5 JLPT_N5","wyqA~/nA@+","radio"
"ラジオカセ","ラジオカセ","radio cassette player","JLPT JLPT_5 JLPT_N5","eBPF6I+,&0","máy nghe băng đài phát thanh"
"りっぱ","りっぱ","splendid, fine","JLPT JLPT_3 JLPT_5 JLPT_N5","J%`%&)W1.O","tuyệt vời, tốt"
"留学生","りゅうがくせい","international student","Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5","n89-KYTMQf","sinh viên quốc tế"
"両親","りょうしん","parents (lit., both parents)","Genki Genki_Ln.14 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5","L.[<hVhM?f","cha mẹ (lit., cả cha lẫn mẹ)"
"料理","りょうり","cooking; cuisine","Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5","G!~TK}MKdj","nấu ăn; ẩm thực"
"旅行","りょこう","travel, trip","Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5","KmCEi1#qL@","du lịch, chuyến đi"
"零","れい","zero, nought","JLPT JLPT_3 JLPT_5 JLPT_N5","rc1t]Q^qI(","không, không có gì"
"冷蔵庫","れいぞうこ","refrigerator","Genki Genki_Ln.18 JLPT JLPT_5 JLPT_N5","j*=Z=Hk4*w","tủ lạnh"
"レコード","レコード","record","JLPT JLPT_5 JLPT_N5","xn:3qV.c32","ghi"
"レストラン","レストラン","restaurant","Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5","s3y4P[QtRd","nhà hàng"
"練習","れんしゅう (する)","(to) practice","JLPT JLPT_5 JLPT_N5","KaUYN0c91a","(để) luyện tập"
"廊下","ろうか","corridor","JLPT JLPT_5 JLPT_N5","AsH$#BLZ{M","hành lang"
"六","ろく","six","JLPT JLPT_5 JLPT_N5","w>WY?cJ:VM","sáu"
"ワイシャツ","ワイシャツ","shirt (lit: white shirt), business shirt","JLPT JLPT_5 JLPT_N5","x|nJIKNm*T","áo sơ mi (lit: áo sơ mi trắng), áo sơ mi công sở"
"若い","わかい","young","Genki Genki_Ln.9 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5","xN9[eu+8aY","trẻ"
"分かる","わかる","to understand","JLPT JLPT_5 JLPT_N5","vF3#$3|-lu","để hiểu"
"忘れる","わすれる","to forget","Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5","HW)xrzU[Z4","quên"
"私","わたし","I, myself","Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5","I+Y7lySy.4","Tôi, chính tôi"
"私","わたくし","I (formal), myself, private affairs","Genki Genki_Ln.13 JLPT JLPT_2 JLPT_5 JLPT_N5","m!I5:hHt<W","Tôi (chính thức), bản thân tôi, việc riêng tư"
"渡す","わたす","to hand (something) over (v.t.); to get across","Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5","KvDHRUZ*r&","giao (cái gì đó) qua (v.t.); để vượt qua"
"渡る","わたる","to cross over, to go across","JLPT JLPT_5 JLPT_N5","z9kLvI4/{d","băng qua, băng qua"
"悪い","わるい","bad, sinful; inferior","Genki Genki_Ln.12 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5","rxV$$v%QZ;","xấu, tội lỗi; kém cỏi"
